ID	类型	重量	排序权重	物件ID	可丢弃	使用等级	全局产出上限	数值用类型	圣遗物类别	阶数	主属性库ID	追加属性库ID	追加属性初始条数	套装ID	属性加成等级	基础转化经验	强化等级上限	$#VersionBegin	$#VersionEnd
61214	3	1	10	70600042	0			圣遗物	4	2	5000	201	4	10011	5,9,13,17,21	840	5		
61220	3	1	10	70600042	0			圣遗物	2	2	2000	201	0	10011	5,9,13,17,21	840	5		
61221	3	1	10	70600042	0			圣遗物	2	2	2000	201	1	10011	5,9,13,17,21	840	5		
61222	3	1	10	70600042	0			圣遗物	2	2	2000	201	2	10011	5,9,13,17,21	840	5		
61223	3	1	10	70600042	0			圣遗物	2	2	2000	201	3	10011	5,9,13,17,21	840	5		
61224	3	1	10	70600042	0			圣遗物	2	2	2000	201	4	10011	5,9,13,17,21	840	5		
61230	3	1	10	70600042	0			圣遗物	5	2	3000	201	0	10011	5,9,13,17,21	840	5		
61231	3	1	10	70600042	0			圣遗物	5	2	3000	201	1	10011	5,9,13,17,21	840	5		
61232	3	1	10	70600042	0			圣遗物	5	2	3000	201	2	10011	5,9,13,17,21	840	5		
61233	3	1	10	70600042	0			圣遗物	5	2	3000	201	3	10011	5,9,13,17,21	840	5		
61234	3	1	10	70600042	0			圣遗物	5	2	3000	201	4	10011	5,9,13,17,21	840	5		
61240	3	1	10	70600042	0			圣遗物	1	2	4000	201	0	10011	5,9,13,17,21	840	5		
61241	3	1	10	70600042	0			圣遗物	1	2	4000	201	1	10011	5,9,13,17,21	840	5		
61242	3	1	10	70600042	0			圣遗物	1	2	4000	201	2	10011	5,9,13,17,21	840	5		
61243	3	1	10	70600042	0			圣遗物	1	2	4000	201	3	10011	5,9,13,17,21	840	5		
61244	3	1	10	70600042	0			圣遗物	1	2	4000	201	4	10011	5,9,13,17,21	840	5		
61250	3	1	10	70600042	0			圣遗物	3	2	1000	201	0	10011	5,9,13,17,21	840	5		
61251	3	1	10	70600042	0			圣遗物	3	2	1000	201	1	10011	5,9,13,17,21	840	5		
61252	3	1	10	70600042	0			圣遗物	3	2	1000	201	2	10011	5,9,13,17,21	840	5		
61253	3	1	10	70600042	0			圣遗物	3	2	1000	201	3	10011	5,9,13,17,21	840	5		
61254	3	1	10	70600042	0			圣遗物	3	2	1000	201	4	10011	5,9,13,17,21	840	5		
61310	3	1	10	70600043	0			圣遗物	4	3	5000	301	0	10011	5,9,13,17,21	1260	13		
61311	3	1	10	70600043	0			圣遗物	4	3	5000	301	1	10011	5,9,13,17,21	1260	13		
61312	3	1	10	70600043	0			圣遗物	4	3	5000	301	2	10011	5,9,13,17,21	1260	13		
61313	3	1	10	70600043	0			圣遗物	4	3	5000	301	3	10011	5,9,13,17,21	1260	13		
61314	3	1	10	70600043	0			圣遗物	4	3	5000	301	4	10011	5,9,13,17,21	1260	13		
61320	3	1	10	70600043	0			圣遗物	2	3	2000	301	0	10011	5,9,13,17,21	1260	13		
61321	3	1	10	70600043	0			圣遗物	2	3	2000	301	1	10011	5,9,13,17,21	1260	13		
61322	3	1	10	70600043	0			圣遗物	2	3	2000	301	2	10011	5,9,13,17,21	1260	13		
61323	3	1	10	70600043	0			圣遗物	2	3	2000	301	3	10011	5,9,13,17,21	1260	13		
61324	3	1	10	70600043	0			圣遗物	2	3	2000	301	4	10011	5,9,13,17,21	1260	13		
61330	3	1	10	70600043	0			圣遗物	5	3	3000	301	0	10011	5,9,13,17,21	1260	13		
61331	3	1	10	70600043	0			圣遗物	5	3	3000	301	1	10011	5,9,13,17,21	1260	13		
61332	3	1	10	70600043	0			圣遗物	5	3	3000	301	2	10011	5,9,13,17,21	1260	13		
61333	3	1	10	70600043	0			圣遗物	5	3	3000	301	3	10011	5,9,13,17,21	1260	13		
61334	3	1	10	70600043	0			圣遗物	5	3	3000	301	4	10011	5,9,13,17,21	1260	13		
61340	3	1	10	70600043	0			圣遗物	1	3	4000	301	0	10011	5,9,13,17,21	1260	13		
61341	3	1	10	70600043	0			圣遗物	1	3	4000	301	1	10011	5,9,13,17,21	1260	13		
61342	3	1	10	70600043	0			圣遗物	1	3	4000	301	2	10011	5,9,13,17,21	1260	13		
61343	3	1	10	70600043	0			圣遗物	1	3	4000	301	3	10011	5,9,13,17,21	1260	13		
61344	3	1	10	70600043	0			圣遗物	1	3	4000	301	4	10011	5,9,13,17,21	1260	13		
61350	3	1	10	70600043	0			圣遗物	3	3	1000	301	0	10011	5,9,13,17,21	1260	13		
61351	3	1	10	70600043	0			圣遗物	3	3	1000	301	1	10011	5,9,13,17,21	1260	13		
61352	3	1	10	70600043	0			圣遗物	3	3	1000	301	2	10011	5,9,13,17,21	1260	13		
61353	3	1	10	70600043	0			圣遗物	3	3	1000	301	3	10011	5,9,13,17,21	1260	13		
61354	3	1	10	70600043	0			圣遗物	3	3	1000	301	4	10011	5,9,13,17,21	1260	13		
61410	3	1	10	70600044	0			圣遗物	4	4	5000	401	0	10011	5,9,13,17,21	1680	17		
61411	3	1	10	70600044	0			圣遗物	4	4	5000	401	1	10011	5,9,13,17,21	1680	17		
61412	3	1	10	70600044	0			圣遗物	4	4	5000	401	2	10011	5,9,13,17,21	1680	17		
61413	3	1	10	70600044	0			圣遗物	4	4	5000	401	3	10011	5,9,13,17,21	1680	17		
61414	3	1	10	70600044	0			圣遗物	4	4	5000	401	4	10011	5,9,13,17,21	1680	17		
61420	3	1	10	70600044	0			圣遗物	2	4	2000	401	0	10011	5,9,13,17,21	1680	17		
61421	3	1	10	70600044	0			圣遗物	2	4	2000	401	1	10011	5,9,13,17,21	1680	17		
61422	3	1	10	70600044	0			圣遗物	2	4	2000	401	2	10011	5,9,13,17,21	1680	17		
61423	3	1	10	70600044	0			圣遗物	2	4	2000	401	3	10011	5,9,13,17,21	1680	17		
61424	3	1	10	70600044	0			圣遗物	2	4	2000	401	4	10011	5,9,13,17,21	1680	17		
61430	3	1	10	70600044	0			圣遗物	5	4	3000	401	0	10011	5,9,13,17,21	1680	17		
61431	3	1	10	70600044	0			圣遗物	5	4	3000	401	1	10011	5,9,13,17,21	1680	17		
61432	3	1	10	70600044	0			圣遗物	5	4	3000	401	2	10011	5,9,13,17,21	1680	17		
61433	3	1	10	70600044	0			圣遗物	5	4	3000	401	3	10011	5,9,13,17,21	1680	17		
61434	3	1	10	70600044	0			圣遗物	5	4	3000	401	4	10011	5,9,13,17,21	1680	17		
61440	3	1	10	70600044	0			圣遗物	1	4	4000	401	0	10011	5,9,13,17,21	1680	17		
61441	3	1	10	70600044	0			圣遗物	1	4	4000	401	1	10011	5,9,13,17,21	1680	17		
61442	3	1	10	70600044	0			圣遗物	1	4	4000	401	2	10011	5,9,13,17,21	1680	17		
61443	3	1	10	70600044	0			圣遗物	1	4	4000	401	3	10011	5,9,13,17,21	1680	17		
61444	3	1	10	70600044	0			圣遗物	1	4	4000	401	4	10011	5,9,13,17,21	1680	17		
61450	3	1	10	70600044	0			圣遗物	3	4	1000	401	0	10011	5,9,13,17,21	1680	17		
61451	3	1	10	70600044	0			圣遗物	3	4	1000	401	1	10011	5,9,13,17,21	1680	17		
61452	3	1	10	70600044	0			圣遗物	3	4	1000	401	2	10011	5,9,13,17,21	1680	17		
61453	3	1	10	70600044	0			圣遗物	3	4	1000	401	3	10011	5,9,13,17,21	1680	17		
61454	3	1	10	70600044	0			圣遗物	3	4	1000	401	4	10011	5,9,13,17,21	1680	17		
62110	3	1	10	70600041	0			圣遗物	4	1	5000	101	0	10012	5,9,13,17,21	420	5		
62111	3	1	10	70600041	0			圣遗物	4	1	5000	101	1	10012	5,9,13,17,21	420	5		
62112	3	1	10	70600041	0			圣遗物	4	1	5000	101	2	10012	5,9,13,17,21	420	5		
62113	3	1	10	70600041	0			圣遗物	4	1	5000	101	3	10012	5,9,13,17,21	420	5		
62114	3	1	10	70600041	0			圣遗物	4	1	5000	101	4	10012	5,9,13,17,21	420	5		
62120	3	1	10	70600041	0			圣遗物	2	1	2000	101	0	10012	5,9,13,17,21	420	5		
62121	3	1	10	70600041	0			圣遗物	2	1	2000	101	1	10012	5,9,13,17,21	420	5		
62122	3	1	10	70600041	0			圣遗物	2	1	2000	101	2	10012	5,9,13,17,21	420	5		
62123	3	1	10	70600041	0			圣遗物	2	1	2000	101	3	10012	5,9,13,17,21	420	5		
62124	3	1	10	70600041	0			圣遗物	2	1	2000	101	4	10012	5,9,13,17,21	420	5		
62130	3	1	10	70600041	0			圣遗物	5	1	3000	101	0	10012	5,9,13,17,21	420	5		
62131	3	1	10	70600041	0			圣遗物	5	1	3000	101	1	10012	5,9,13,17,21	420	5		
62132	3	1	10	70600041	0			圣遗物	5	1	3000	101	2	10012	5,9,13,17,21	420	5		
62133	3	1	10	70600041	0			圣遗物	5	1	3000	101	3	10012	5,9,13,17,21	420	5		
62134	3	1	10	70600041	0			圣遗物	5	1	3000	101	4	10012	5,9,13,17,21	420	5		
62140	3	1	10	70600041	0			圣遗物	1	1	4000	101	0	10012	5,9,13,17,21	420	5		
62141	3	1	10	70600041	0			圣遗物	1	1	4000	101	1	10012	5,9,13,17,21	420	5		
62142	3	1	10	70600041	0			圣遗物	1	1	4000	101	2	10012	5,9,13,17,21	420	5		
62143	3	1	10	70600041	0			圣遗物	1	1	4000	101	3	10012	5,9,13,17,21	420	5		
62144	3	1	10	70600041	0			圣遗物	1	1	4000	101	4	10012	5,9,13,17,21	420	5		
62150	3	1	10	70600041	0			圣遗物	3	1	1000	101	0	10012	5,9,13,17,21	420	5		
62151	3	1	10	70600041	0			圣遗物	3	1	1000	101	1	10012	5,9,13,17,21	420	5		
62152	3	1	10	70600041	0			圣遗物	3	1	1000	101	2	10012	5,9,13,17,21	420	5		
62153	3	1	10	70600041	0			圣遗物	3	1	1000	101	3	10012	5,9,13,17,21	420	5		
62154	3	1	10	70600041	0			圣遗物	3	1	1000	101	4	10012	5,9,13,17,21	420	5		
62210	3	1	10	70600042	0			圣遗物	4	2	5000	201	0	10012	5,9,13,17,21	840	5		
62211	3	1	10	70600042	0			圣遗物	4	2	5000	201	1	10012	5,9,13,17,21	840	5		
62212	3	1	10	70600042	0			圣遗物	4	2	5000	201	2	10012	5,9,13,17,21	840	5		
62213	3	1	10	70600042	0			圣遗物	4	2	5000	201	3	10012	5,9,13,17,21	840	5		
62214	3	1	10	70600042	0			圣遗物	4	2	5000	201	4	10012	5,9,13,17,21	840	5		
62220	3	1	10	70600042	0			圣遗物	2	2	2000	201	0	10012	5,9,13,17,21	840	5		
62221	3	1	10	70600042	0			圣遗物	2	2	2000	201	1	10012	5,9,13,17,21	840	5		
62222	3	1	10	70600042	0			圣遗物	2	2	2000	201	2	10012	5,9,13,17,21	840	5		
62223	3	1	10	70600042	0			圣遗物	2	2	2000	201	3	10012	5,9,13,17,21	840	5		
62224	3	1	10	70600042	0			圣遗物	2	2	2000	201	4	10012	5,9,13,17,21	840	5		
62230	3	1	10	70600042	0			圣遗物	5	2	3000	201	0	10012	5,9,13,17,21	840	5		
62231	3	1	10	70600042	0			圣遗物	5	2	3000	201	1	10012	5,9,13,17,21	840	5		
62232	3	1	10	70600042	0			圣遗物	5	2	3000	201	2	10012	5,9,13,17,21	840	5		
62233	3	1	10	70600042	0			圣遗物	5	2	3000	201	3	10012	5,9,13,17,21	840	5		
62234	3	1	10	70600042	0			圣遗物	5	2	3000	201	4	10012	5,9,13,17,21	840	5		
62240	3	1	10	70600042	0			圣遗物	1	2	4000	201	0	10012	5,9,13,17,21	840	5		
62241	3	1	10	70600042	0			圣遗物	1	2	4000	201	1	10012	5,9,13,17,21	840	5		
62242	3	1	10	70600042	0			圣遗物	1	2	4000	201	2	10012	5,9,13,17,21	840	5		
62243	3	1	10	70600042	0			圣遗物	1	2	4000	201	3	10012	5,9,13,17,21	840	5		
62244	3	1	10	70600042	0			圣遗物	1	2	4000	201	4	10012	5,9,13,17,21	840	5		
62250	3	1	10	70600042	0			圣遗物	3	2	1000	201	0	10012	5,9,13,17,21	840	5		
62251	3	1	10	70600042	0			圣遗物	3	2	1000	201	1	10012	5,9,13,17,21	840	5		
62252	3	1	10	70600042	0			圣遗物	3	2	1000	201	2	10012	5,9,13,17,21	840	5		
62253	3	1	10	70600042	0			圣遗物	3	2	1000	201	3	10012	5,9,13,17,21	840	5		
62254	3	1	10	70600042	0			圣遗物	3	2	1000	201	4	10012	5,9,13,17,21	840	5		
62310	3	1	10	70600043	0			圣遗物	4	3	5000	301	0	10012	5,9,13,17,21	1260	13		
62311	3	1	10	70600043	0			圣遗物	4	3	5000	301	1	10012	5,9,13,17,21	1260	13		
62312	3	1	10	70600043	0			圣遗物	4	3	5000	301	2	10012	5,9,13,17,21	1260	13		
62313	3	1	10	70600043	0			圣遗物	4	3	5000	301	3	10012	5,9,13,17,21	1260	13		
62314	3	1	10	70600043	0			圣遗物	4	3	5000	301	4	10012	5,9,13,17,21	1260	13		
62320	3	1	10	70600043	0			圣遗物	2	3	2000	301	0	10012	5,9,13,17,21	1260	13		
62321	3	1	10	70600043	0			圣遗物	2	3	2000	301	1	10012	5,9,13,17,21	1260	13		
62322	3	1	10	70600043	0			圣遗物	2	3	2000	301	2	10012	5,9,13,17,21	1260	13		
62323	3	1	10	70600043	0			圣遗物	2	3	2000	301	3	10012	5,9,13,17,21	1260	13		
62324	3	1	10	70600043	0			圣遗物	2	3	2000	301	4	10012	5,9,13,17,21	1260	13		
62330	3	1	10	70600043	0			圣遗物	5	3	3000	301	0	10012	5,9,13,17,21	1260	13		
62331	3	1	10	70600043	0			圣遗物	5	3	3000	301	1	10012	5,9,13,17,21	1260	13		
62332	3	1	10	70600043	0			圣遗物	5	3	3000	301	2	10012	5,9,13,17,21	1260	13		
62333	3	1	10	70600043	0			圣遗物	5	3	3000	301	3	10012	5,9,13,17,21	1260	13		
62334	3	1	10	70600043	0			圣遗物	5	3	3000	301	4	10012	5,9,13,17,21	1260	13		
62340	3	1	10	70600043	0			圣遗物	1	3	4000	301	0	10012	5,9,13,17,21	1260	13		
62341	3	1	10	70600043	0			圣遗物	1	3	4000	301	1	10012	5,9,13,17,21	1260	13		
62342	3	1	10	70600043	0			圣遗物	1	3	4000	301	2	10012	5,9,13,17,21	1260	13		
62343	3	1	10	70600043	0			圣遗物	1	3	4000	301	3	10012	5,9,13,17,21	1260	13		
62344	3	1	10	70600043	0			圣遗物	1	3	4000	301	4	10012	5,9,13,17,21	1260	13		
62350	3	1	10	70600043	0			圣遗物	3	3	1000	301	0	10012	5,9,13,17,21	1260	13		
62351	3	1	10	70600043	0			圣遗物	3	3	1000	301	1	10012	5,9,13,17,21	1260	13		
62352	3	1	10	70600043	0			圣遗物	3	3	1000	301	2	10012	5,9,13,17,21	1260	13		
62353	3	1	10	70600043	0			圣遗物	3	3	1000	301	3	10012	5,9,13,17,21	1260	13		
62354	3	1	10	70600043	0			圣遗物	3	3	1000	301	4	10012	5,9,13,17,21	1260	13		
62410	3	1	10	70600044	0			圣遗物	4	4	5000	401	0	10012	5,9,13,17,21	1680	17		
62411	3	1	10	70600044	0			圣遗物	4	4	5000	401	1	10012	5,9,13,17,21	1680	17		
62412	3	1	10	70600044	0			圣遗物	4	4	5000	401	2	10012	5,9,13,17,21	1680	17		
62413	3	1	10	70600044	0			圣遗物	4	4	5000	401	3	10012	5,9,13,17,21	1680	17		
62414	3	1	10	70600044	0			圣遗物	4	4	5000	401	4	10012	5,9,13,17,21	1680	17		
62420	3	1	10	70600044	0			圣遗物	2	4	2000	401	0	10012	5,9,13,17,21	1680	17		
62421	3	1	10	70600044	0			圣遗物	2	4	2000	401	1	10012	5,9,13,17,21	1680	17		
62422	3	1	10	70600044	0			圣遗物	2	4	2000	401	2	10012	5,9,13,17,21	1680	17		
62423	3	1	10	70600044	0			圣遗物	2	4	2000	401	3	10012	5,9,13,17,21	1680	17		
62424	3	1	10	70600044	0			圣遗物	2	4	2000	401	4	10012	5,9,13,17,21	1680	17		
62430	3	1	10	70600044	0			圣遗物	5	4	3000	401	0	10012	5,9,13,17,21	1680	17		
62431	3	1	10	70600044	0			圣遗物	5	4	3000	401	1	10012	5,9,13,17,21	1680	17		
62432	3	1	10	70600044	0			圣遗物	5	4	3000	401	2	10012	5,9,13,17,21	1680	17		
62433	3	1	10	70600044	0			圣遗物	5	4	3000	401	3	10012	5,9,13,17,21	1680	17		
62434	3	1	10	70600044	0			圣遗物	5	4	3000	401	4	10012	5,9,13,17,21	1680	17		
62440	3	1	10	70600044	0			圣遗物	1	4	4000	401	0	10012	5,9,13,17,21	1680	17		
62441	3	1	10	70600044	0			圣遗物	1	4	4000	401	1	10012	5,9,13,17,21	1680	17		
62442	3	1	10	70600044	0			圣遗物	1	4	4000	401	2	10012	5,9,13,17,21	1680	17		
62443	3	1	10	70600044	0			圣遗物	1	4	4000	401	3	10012	5,9,13,17,21	1680	17		
62444	3	1	10	70600044	0			圣遗物	1	4	4000	401	4	10012	5,9,13,17,21	1680	17		
62450	3	1	10	70600044	0			圣遗物	3	4	1000	401	0	10012	5,9,13,17,21	1680	17		
62451	3	1	10	70600044	0			圣遗物	3	4	1000	401	1	10012	5,9,13,17,21	1680	17		
62452	3	1	10	70600044	0			圣遗物	3	4	1000	401	2	10012	5,9,13,17,21	1680	17		
62453	3	1	10	70600044	0			圣遗物	3	4	1000	401	3	10012	5,9,13,17,21	1680	17		
62454	3	1	10	70600044	0			圣遗物	3	4	1000	401	4	10012	5,9,13,17,21	1680	17		
62510	3	1	10	70600045	0			圣遗物	4	5	5000	501	0	10012	5,9,13,17,21	2100	21		
62511	3	1	10	70600045	0			圣遗物	4	5	5000	501	1	10012	5,9,13,17,21	2100	21		
62512	3	1	10	70600045	0			圣遗物	4	5	5000	501	2	10012	5,9,13,17,21	2100	21		
62513	3	1	10	70600045	0			圣遗物	4	5	5000	501	3	10012	5,9,13,17,21	2100	21		
62514	3	1	10	70600045	0			圣遗物	4	5	5000	501	4	10012	5,9,13,17,21	2100	21		
62520	3	1	10	70600045	0			圣遗物	2	5	2000	501	0	10012	5,9,13,17,21	2100	21		
62521	3	1	10	70600045	0			圣遗物	2	5	2000	501	1	10012	5,9,13,17,21	2100	21		
62522	3	1	10	70600045	0			圣遗物	2	5	2000	501	2	10012	5,9,13,17,21	2100	21		
62523	3	1	10	70600045	0			圣遗物	2	5	2000	501	3	10012	5,9,13,17,21	2100	21		
62524	3	1	10	70600045	0			圣遗物	2	5	2000	501	4	10012	5,9,13,17,21	2100	21		
62530	3	1	10	70600045	0			圣遗物	5	5	3000	501	0	10012	5,9,13,17,21	2100	21		
62531	3	1	10	70600045	0			圣遗物	5	5	3000	501	1	10012	5,9,13,17,21	2100	21		
62532	3	1	10	70600045	0			圣遗物	5	5	3000	501	2	10012	5,9,13,17,21	2100	21		
62533	3	1	10	70600045	0			圣遗物	5	5	3000	501	3	10012	5,9,13,17,21	2100	21		
62534	3	1	10	70600045	0			圣遗物	5	5	3000	501	4	10012	5,9,13,17,21	2100	21		
62540	3	1	10	70600045	0			圣遗物	1	5	4000	501	0	10012	5,9,13,17,21	2100	21		
62541	3	1	10	70600045	0			圣遗物	1	5	4000	501	1	10012	5,9,13,17,21	2100	21		
62542	3	1	10	70600045	0			圣遗物	1	5	4000	501	2	10012	5,9,13,17,21	2100	21		
62543	3	1	10	70600045	0			圣遗物	1	5	4000	501	3	10012	5,9,13,17,21	2100	21		
62544	3	1	10	70600045	0			圣遗物	1	5	4000	501	4	10012	5,9,13,17,21	2100	21		
62550	3	1	10	70600045	0			圣遗物	3	5	1000	501	0	10012	5,9,13,17,21	2100	21		
62551	3	1	10	70600045	0			圣遗物	3	5	1000	501	1	10012	5,9,13,17,21	2100	21		
62552	3	1	10	70600045	0			圣遗物	3	5	1000	501	2	10012	5,9,13,17,21	2100	21		
62553	3	1	10	70600045	0			圣遗物	3	5	1000	501	3	10012	5,9,13,17,21	2100	21		
62554	3	1	10	70600045	0			圣遗物	3	5	1000	501	4	10012	5,9,13,17,21	2100	21		
63110	3	1	10	70600041	0			圣遗物	4	1	5000	101	0	10013	5,9,13,17,21	420	5		
63111	3	1	10	70600041	0			圣遗物	4	1	5000	101	1	10013	5,9,13,17,21	420	5		
63112	3	1	10	70600041	0			圣遗物	4	1	5000	101	2	10013	5,9,13,17,21	420	5		
63113	3	1	10	70600041	0			圣遗物	4	1	5000	101	3	10013	5,9,13,17,21	420	5		
63114	3	1	10	70600041	0			圣遗物	4	1	5000	101	4	10013	5,9,13,17,21	420	5		
63120	3	1	10	70600041	0			圣遗物	2	1	2000	101	0	10013	5,9,13,17,21	420	5		
63121	3	1	10	70600041	0			圣遗物	2	1	2000	101	1	10013	5,9,13,17,21	420	5		
63122	3	1	10	70600041	0			圣遗物	2	1	2000	101	2	10013	5,9,13,17,21	420	5		
63123	3	1	10	70600041	0			圣遗物	2	1	2000	101	3	10013	5,9,13,17,21	420	5		
63124	3	1	10	70600041	0			圣遗物	2	1	2000	101	4	10013	5,9,13,17,21	420	5		
63130	3	1	10	70600041	0			圣遗物	5	1	3000	101	0	10013	5,9,13,17,21	420	5		
63131	3	1	10	70600041	0			圣遗物	5	1	3000	101	1	10013	5,9,13,17,21	420	5		
63132	3	1	10	70600041	0			圣遗物	5	1	3000	101	2	10013	5,9,13,17,21	420	5		
63133	3	1	10	70600041	0			圣遗物	5	1	3000	101	3	10013	5,9,13,17,21	420	5		
63134	3	1	10	70600041	0			圣遗物	5	1	3000	101	4	10013	5,9,13,17,21	420	5		
63140	3	1	10	70600041	0			圣遗物	1	1	4000	101	0	10013	5,9,13,17,21	420	5		
63141	3	1	10	70600041	0			圣遗物	1	1	4000	101	1	10013	5,9,13,17,21	420	5		
63142	3	1	10	70600041	0			圣遗物	1	1	4000	101	2	10013	5,9,13,17,21	420	5		
63143	3	1	10	70600041	0			圣遗物	1	1	4000	101	3	10013	5,9,13,17,21	420	5		
63144	3	1	10	70600041	0			圣遗物	1	1	4000	101	4	10013	5,9,13,17,21	420	5		
63150	3	1	10	70600041	0			圣遗物	3	1	1000	101	0	10013	5,9,13,17,21	420	5		
63151	3	1	10	70600041	0			圣遗物	3	1	1000	101	1	10013	5,9,13,17,21	420	5		
63152	3	1	10	70600041	0			圣遗物	3	1	1000	101	2	10013	5,9,13,17,21	420	5		
63153	3	1	10	70600041	0			圣遗物	3	1	1000	101	3	10013	5,9,13,17,21	420	5		
63154	3	1	10	70600041	0			圣遗物	3	1	1000	101	4	10013	5,9,13,17,21	420	5		
63210	3	1	10	70600042	0			圣遗物	4	2	5000	201	0	10013	5,9,13,17,21	840	5		
63211	3	1	10	70600042	0			圣遗物	4	2	5000	201	1	10013	5,9,13,17,21	840	5		
63212	3	1	10	70600042	0			圣遗物	4	2	5000	201	2	10013	5,9,13,17,21	840	5		
63213	3	1	10	70600042	0			圣遗物	4	2	5000	201	3	10013	5,9,13,17,21	840	5		
63214	3	1	10	70600042	0			圣遗物	4	2	5000	201	4	10013	5,9,13,17,21	840	5		
63220	3	1	10	70600042	0			圣遗物	2	2	2000	201	0	10013	5,9,13,17,21	840	5		
63221	3	1	10	70600042	0			圣遗物	2	2	2000	201	1	10013	5,9,13,17,21	840	5		
63222	3	1	10	70600042	0			圣遗物	2	2	2000	201	2	10013	5,9,13,17,21	840	5		
63223	3	1	10	70600042	0			圣遗物	2	2	2000	201	3	10013	5,9,13,17,21	840	5		
63224	3	1	10	70600042	0			圣遗物	2	2	2000	201	4	10013	5,9,13,17,21	840	5		
63230	3	1	10	70600042	0			圣遗物	5	2	3000	201	0	10013	5,9,13,17,21	840	5		
63231	3	1	10	70600042	0			圣遗物	5	2	3000	201	1	10013	5,9,13,17,21	840	5		
63232	3	1	10	70600042	0			圣遗物	5	2	3000	201	2	10013	5,9,13,17,21	840	5		
63233	3	1	10	70600042	0			圣遗物	5	2	3000	201	3	10013	5,9,13,17,21	840	5		
63234	3	1	10	70600042	0			圣遗物	5	2	3000	201	4	10013	5,9,13,17,21	840	5		
63240	3	1	10	70600042	0			圣遗物	1	2	4000	201	0	10013	5,9,13,17,21	840	5		
63241	3	1	10	70600042	0			圣遗物	1	2	4000	201	1	10013	5,9,13,17,21	840	5		
63242	3	1	10	70600042	0			圣遗物	1	2	4000	201	2	10013	5,9,13,17,21	840	5		
63243	3	1	10	70600042	0			圣遗物	1	2	4000	201	3	10013	5,9,13,17,21	840	5		
63244	3	1	10	70600042	0			圣遗物	1	2	4000	201	4	10013	5,9,13,17,21	840	5		
63250	3	1	10	70600042	0			圣遗物	3	2	1000	201	0	10013	5,9,13,17,21	840	5		
63251	3	1	10	70600042	0			圣遗物	3	2	1000	201	1	10013	5,9,13,17,21	840	5		
63252	3	1	10	70600042	0			圣遗物	3	2	1000	201	2	10013	5,9,13,17,21	840	5		
63253	3	1	10	70600042	0			圣遗物	3	2	1000	201	3	10013	5,9,13,17,21	840	5		
63254	3	1	10	70600042	0			圣遗物	3	2	1000	201	4	10013	5,9,13,17,21	840	5		
63310	3	1	10	70600043	0			圣遗物	4	3	5000	301	0	10013	5,9,13,17,21	1260	13		
63311	3	1	10	70600043	0			圣遗物	4	3	5000	301	1	10013	5,9,13,17,21	1260	13		
63312	3	1	10	70600043	0			圣遗物	4	3	5000	301	2	10013	5,9,13,17,21	1260	13		
63313	3	1	10	70600043	0			圣遗物	4	3	5000	301	3	10013	5,9,13,17,21	1260	13		
63314	3	1	10	70600043	0			圣遗物	4	3	5000	301	4	10013	5,9,13,17,21	1260	13		
63320	3	1	10	70600043	0			圣遗物	2	3	2000	301	0	10013	5,9,13,17,21	1260	13		
63321	3	1	10	70600043	0			圣遗物	2	3	2000	301	1	10013	5,9,13,17,21	1260	13		
63322	3	1	10	70600043	0			圣遗物	2	3	2000	301	2	10013	5,9,13,17,21	1260	13		
63323	3	1	10	70600043	0			圣遗物	2	3	2000	301	3	10013	5,9,13,17,21	1260	13		
63324	3	1	10	70600043	0			圣遗物	2	3	2000	301	4	10013	5,9,13,17,21	1260	13		
63330	3	1	10	70600043	0			圣遗物	5	3	3000	301	0	10013	5,9,13,17,21	1260	13		
63331	3	1	10	70600043	0			圣遗物	5	3	3000	301	1	10013	5,9,13,17,21	1260	13		
63332	3	1	10	70600043	0			圣遗物	5	3	3000	301	2	10013	5,9,13,17,21	1260	13		
63333	3	1	10	70600043	0			圣遗物	5	3	3000	301	3	10013	5,9,13,17,21	1260	13		
63334	3	1	10	70600043	0			圣遗物	5	3	3000	301	4	10013	5,9,13,17,21	1260	13		
63340	3	1	10	70600043	0			圣遗物	1	3	4000	301	0	10013	5,9,13,17,21	1260	13		
63341	3	1	10	70600043	0			圣遗物	1	3	4000	301	1	10013	5,9,13,17,21	1260	13		
63342	3	1	10	70600043	0			圣遗物	1	3	4000	301	2	10013	5,9,13,17,21	1260	13		
63343	3	1	10	70600043	0			圣遗物	1	3	4000	301	3	10013	5,9,13,17,21	1260	13		
63344	3	1	10	70600043	0			圣遗物	1	3	4000	301	4	10013	5,9,13,17,21	1260	13		
63350	3	1	10	70600043	0			圣遗物	3	3	1000	301	0	10013	5,9,13,17,21	1260	13		
63351	3	1	10	70600043	0			圣遗物	3	3	1000	301	1	10013	5,9,13,17,21	1260	13		
63352	3	1	10	70600043	0			圣遗物	3	3	1000	301	2	10013	5,9,13,17,21	1260	13		
63353	3	1	10	70600043	0			圣遗物	3	3	1000	301	3	10013	5,9,13,17,21	1260	13		
63354	3	1	10	70600043	0			圣遗物	3	3	1000	301	4	10013	5,9,13,17,21	1260	13		
63410	3	1	10	70600044	0			圣遗物	4	4	5000	401	0	10013	5,9,13,17,21	1680	17		
63411	3	1	10	70600044	0			圣遗物	4	4	5000	401	1	10013	5,9,13,17,21	1680	17		
63412	3	1	10	70600044	0			圣遗物	4	4	5000	401	2	10013	5,9,13,17,21	1680	17		
