技能ID	开启天赋配置	[增加属性]1类型	[增加属性]1值	[增加属性]2类型	[增加属性]2值	参数1	参数2	参数3	参数4	参数5	参数6	参数7	参数8	参数9	参数10	参数11	参数12	参数13	参数14	参数15	参数16	参数17	技能组ID	等级	类型	消耗金币	消耗道具1ID	消耗道具1数量	消耗道具2ID	消耗道具2数量	消耗道具3ID	消耗道具3数量	筛选条件1	筛选条件2	突破等级	生活效果类型	生活效果参数1	生活效果参数2	生活效果参数3	生活效果参数4	效果全队生效	$#VersionBegin	$#VersionEnd
163210	Diluc_SkillUpgrade_2					1.6992	1.7568	2.3184	10														1632	10	3	42500	104306	10	112010	8	113003	2			4								
163211	Diluc_SkillUpgrade_2					1.7936	1.8544	2.4472	10														1632	11	3	0	0	0	0	0	0	0			4								
163212	Diluc_SkillUpgrade_2					1.888	1.952	2.576	10														1632	12	3	0	0	0	0	0	0	0			4								
163213	Diluc_SkillUpgrade_2					2.006	2.074	2.737	10														1632	13	3	0	0	0	0	0	0	0			4								
163214	Diluc_SkillUpgrade_2					2.124	2.196	2.898	10														1632	14	3	0	0	0	0	0	0	0			4								
163215	Diluc_SkillUpgrade_2					2.242	2.318	3.059	10														1632	15	3	0	0	0	0	0	0	0			4								
163901	Diluc_SkillUpgrade_3					1.984	0.688	1.984	15	60													1639	1	3	0	0	0	0	0	0	0			0								
163902	Diluc_SkillUpgrade_3					2.1328	0.7396	2.1328	15	60													1639	2	3	7500	104304	2	112008	1	0	0			0								
163903	Diluc_SkillUpgrade_3					2.2816	0.7912	2.2816	15	60													1639	3	3	12500	104304	4	112008	2	0	0			0								
163904	Diluc_SkillUpgrade_3					2.48	0.86	2.48	15	60													1639	4	3	17500	104304	8	112008	4	0	0			1								
163905	Diluc_SkillUpgrade_3					2.6288	0.9116	2.6288	15	60													1639	5	3	20000	104305	5	112009	2	0	0			1								
163906	Diluc_SkillUpgrade_3					2.7776	0.9632	2.7776	15	60													1639	6	3	25000	104305	8	112009	3	0	0			2								
163907	Diluc_SkillUpgrade_3					2.976	1.032	2.976	15	60													1639	7	3	30000	104305	10	112009	5	0	0			2								
163908	Diluc_SkillUpgrade_3					3.1744	1.1008	3.1744	15	60													1639	8	3	32500	104306	5	112010	5	113003	1			3								
163909	Diluc_SkillUpgrade_3					3.3728	1.1696	3.3728	15	60													1639	9	3	37500	104306	8	112010	7	113003	1			3								
163910	Diluc_SkillUpgrade_3					3.5712	1.2384	3.5712	15	60													1639	10	3	42500	104306	10	112010	8	113003	2			4								
163911	Diluc_SkillUpgrade_3					3.7696	1.3072	3.7696	15	60													1639	11	3	0	0	0	0	0	0	0			4								
163912	Diluc_SkillUpgrade_3					3.968	1.376	3.968	15	60													1639	12	3	0	0	0	0	0	0	0			4								
163913	Diluc_SkillUpgrade_3					4.216	1.462	4.216	15	60													1639	13	3	0	0	0	0	0	0	0			4								
163914	Diluc_SkillUpgrade_3					4.464	1.548	4.464	15	60													1639	14	3	0	0	0	0	0	0	0			4								
163915	Diluc_SkillUpgrade_3					4.712	1.634	4.712	15	60													1639	15	3	0	0	0	0	0	0	0			4								
201101		41	0.05	51	0.025	0.05	0.025																2011	1	1	0	0	0	0	0	0	0			0								
201102		41	0.054	51	0.027	0.054	0.027																2011	2	1	7500	104304	2	112005	1	0	0			0								
201103		41	0.058	51	0.029	0.058	0.029																2011	3	1	12500	104304	4	112005	2	0	0			0								
201104		41	0.064	51	0.032	0.064	0.032																2011	4	1	17500	104304	8	112005	4	0	0			1								
201105		41	0.068	51	0.034	0.068	0.034																2011	5	1	20000	104305	5	112006	2	0	0			1								
201106		41	0.072	51	0.036	0.072	0.036																2011	6	1	25000	104305	8	112006	3	0	0			2								
201107		41	0.08	51	0.04	0.08	0.04																2011	7	1	30000	104305	10	112006	5	0	0			2								
201108		41	0.085	51	0.0425	0.085	0.0425																2011	8	1	32500	104306	5	112007	5	113004	1			3								
201109		41	0.09	51	0.045	0.09	0.045																2011	9	1	37500	104306	8	112007	7	113004	1			3								
201110		41	0.1	51	0.05	0.1	0.05																2011	10	1	42500	104306	10	112007	8	113004	2			4								
202101	Razor_PermanentSkill_1																						2021	1	2	0	0	0	0	0	0	0			1								
202201	Razor_PermanentSkill_2																						2022	1	2	0	0	0	0	0	0	0			3								
202301	Razor_Talent_NonCombat_1					0.2																	2023	1	2	0	0	0	0	0	0	0			0								
203101	Razor_SkillUpgrade_1					0.84452	0.72756	0.90988	1.19798	0.625392	1.1309	40	5										2031	1	3	0	0	0	0	0	0	0			0								
203102	Razor_SkillUpgrade_1					0.91326	0.78678	0.98394	1.29549	0.676296	1.22295	40	5										2031	2	3	7500	104304	2	112005	1	0	0			0								
203103	Razor_SkillUpgrade_1					0.982	0.846	1.058	1.393	0.7272	1.315	40	5										2031	3	3	12500	104304	4	112005	2	0	0			0								
203104	Razor_SkillUpgrade_1					1.0802	0.9306	1.1638	1.5323	0.79992	1.4465	40	5										2031	4	3	17500	104304	8	112005	4	0	0			1								
203105	Razor_SkillUpgrade_1					1.14894	0.98982	1.23786	1.62981	0.850824	1.53855	40	5										2031	5	3	20000	104305	5	112006	2	0	0			1								
203106	Razor_SkillUpgrade_1					1.2275	1.0575	1.3225	1.74125	0.909	1.64375	40	5										2031	6	3	25000	104305	8	112006	3	0	0			2								
203107	Razor_SkillUpgrade_1					1.33552	1.15056	1.43888	1.89448	0.988992	1.7884	40	5										2031	7	3	30000	104305	10	112006	5	0	0			2								
203108	Razor_SkillUpgrade_1					1.44354	1.24362	1.55526	2.04771	1.068984	1.93305	40	5										2031	8	3	32500	104306	5	112007	5	113004	1			3								
203109	Razor_SkillUpgrade_1					1.55156	1.33668	1.67164	2.20094	1.148976	2.0777	40	5										2031	9	3	37500	104306	8	112007	7	113004	1			3								
203110	Razor_SkillUpgrade_1					1.6694	1.4382	1.7986	2.3681	1.23624	2.2355	40	5										2031	10	3	42500	104306	10	112007	8	113004	2			4								
203111	Razor_SkillUpgrade_1					1.78724	1.53972	1.92556	2.53526	1.323504	2.3933	40	5										2031	11	3	0	0	0	0	0	0	0			4								
203112	Razor_SkillUpgrade_1					1.90508	1.64124	2.05252	2.70242	1.410768	2.5511	40	5										2031	12	3	0	0	0	0	0	0	0			4								
203113	Razor_SkillUpgrade_1					2.02292	1.74276	2.17948	2.86958	1.498032	2.7089	40	5										2031	13	3	0	0	0	0	0	0	0			4								
203114	Razor_SkillUpgrade_1					2.14076	1.84428	2.30644	3.03674	1.585296	2.8667	40	5										2031	14	3	0	0	0	0	0	0	0			4								
203115	Razor_SkillUpgrade_1					2.2586	1.9458	2.4334	3.2039	1.67256	3.0245	40	5										2031	15	3	0	0	0	0	0	0	0			4								
203201	Razor_SkillUpgrade_2					1.992	2.952	0.2	5	18	6	10											2032	1	3	0	0	0	0	0	0	0			0								
203202	Razor_SkillUpgrade_2					2.1414	3.1734	0.2	5	18	6	10											2032	2	3	7500	104304	2	112005	1	0	0			0								
203203	Razor_SkillUpgrade_2					2.2908	3.3948	0.2	5	18	6	10											2032	3	3	12500	104304	4	112005	2	0	0			0								
203204	Razor_SkillUpgrade_2					2.49	3.69	0.2	5	18	6	10											2032	4	3	17500	104304	8	112005	4	0	0			1								
203205	Razor_SkillUpgrade_2					2.6394	3.9114	0.2	5	18	6	10											2032	5	3	20000	104305	5	112006	2	0	0			1								
203206	Razor_SkillUpgrade_2					2.7888	4.1328	0.2	5	18	6	10											2032	6	3	25000	104305	8	112006	3	0	0			2								
203207	Razor_SkillUpgrade_2					2.988	4.428	0.2	5	18	6	10											2032	7	3	30000	104305	10	112006	5	0	0			2								
203208	Razor_SkillUpgrade_2					3.1872	4.7232	0.2	5	18	6	10											2032	8	3	32500	104306	5	112007	5	113004	1			3								
203209	Razor_SkillUpgrade_2					3.3864	5.0184	0.2	5	18	6	10											2032	9	3	37500	104306	8	112007	7	113004	1			3								
203210	Razor_SkillUpgrade_2					3.5856	5.3136	0.2	5	18	6	10											2032	10	3	42500	104306	10	112007	8	113004	2			4								
203211	Razor_SkillUpgrade_2					3.7848	5.6088	0.2	5	18	6	10											2032	11	3	0	0	0	0	0	0	0			4								
203212	Razor_SkillUpgrade_2					3.984	5.904	0.2	5	18	6	10											2032	12	3	0	0	0	0	0	0	0			4								
203213	Razor_SkillUpgrade_2					4.233	6.273	0.2	5	18	6	10											2032	13	3	0	0	0	0	0	0	0			4								
203214	Razor_SkillUpgrade_2					4.482	6.642	0.2	5	18	6	10											2032	14	3	0	0	0	0	0	0	0			4								
203215	Razor_SkillUpgrade_2					4.731	7.011	0.2	5	18	6	10											2032	15	3	0	0	0	0	0	0	0			4								
203901	Razor_SkillUpgrade_3					0.832	0.172	0.4	0.5	15	15	60											2039	1	3	0	0	0	0	0	0	0			0								
203902	Razor_SkillUpgrade_3					0.8944	0.18	0.4	0.5	15	15	60											2039	2	3	7500	104304	2	112005	1	0	0			0								
203903	Razor_SkillUpgrade_3					0.9568	0.188	0.4	0.5	15	15	60											2039	3	3	12500	104304	4	112005	2	0	0			0								
203904	Razor_SkillUpgrade_3					1.04	0.2	0.4	0.6	15	15	60											2039	4	3	17500	104304	8	112005	4	0	0			1								
203905	Razor_SkillUpgrade_3					1.1024	0.208	0.4	0.6	15	15	60											2039	5	3	20000	104305	5	112006	2	0	0			1								
203906	Razor_SkillUpgrade_3					1.1648	0.216	0.4	0.6	15	15	60											2039	6	3	25000	104305	8	112006	3	0	0			2								
203907	Razor_SkillUpgrade_3					1.248	0.228	0.4	0.7	15	15	60											2039	7	3	30000	104305	10	112006	5	0	0			2								
203908	Razor_SkillUpgrade_3					1.3312	0.24	0.4	0.7	15	15	60											2039	8	3	32500	104306	5	112007	5	113004	1			3								
203909	Razor_SkillUpgrade_3					1.4144	0.252	0.4	0.7	15	15	60											2039	9	3	37500	104306	8	112007	7	113004	1			3								
203910	Razor_SkillUpgrade_3					1.4976	0.264	0.4	0.7	15	15	60											2039	10	3	42500	104306	10	112007	8	113004	2			4								
203911	Razor_SkillUpgrade_3					1.5808	0.276	0.4	0.7	15	15	60											2039	11	3	0	0	0	0	0	0	0			4								
203912	Razor_SkillUpgrade_3					1.664	0.288	0.4	0.7	15	15	60											2039	12	3	0	0	0	0	0	0	0			4								
203913	Razor_SkillUpgrade_3					1.768	0.3	0.4	0.7	15	15	60											2039	13	3	0	0	0	0	0	0	0			4								
203914	Razor_SkillUpgrade_3					1.872	0.312	0.4	0.7	15	15	60											2039	14	3	0	0	0	0	0	0	0			4								
203915	Razor_SkillUpgrade_3					1.976	0.324	0.4	0.7	15	15	60											2039	15	3	0	0	0	0	0	0	0			4								
211101		40	0.05	50	0.025	0.05	0.025																2111	1	1	0	0	0	0	0	0	0			0								
211102		40	0.054	50	0.027	0.054	0.027																2111	2	1	7500	104301	2	112011	1	0	0			0								
211103		40	0.058	50	0.029	0.058	0.029																2111	3	1	12500	104301	4	112011	2	0	0			0								
211104		40	0.064	50	0.032	0.064	0.032																2111	4	1	17500	104301	8	112011	4	0	0			1								
211105		40	0.068	50	0.034	0.068	0.034																2111	5	1	20000	104302	5	112012	2	0	0			1								
211106		40	0.072	50	0.036	0.072	0.036																2111	6	1	25000	104302	8	112012	3	0	0			2								
211107		40	0.08	50	0.04	0.08	0.04																2111	7	1	30000	104302	10	112012	5	0	0			2								
211108		40	0.085	50	0.0425	0.085	0.0425																2111	8	1	32500	104303	5	112013	5	113005	1			3								
211109		40	0.09	50	0.045	0.09	0.045																2111	9	1	37500	104303	8	112013	7	113005	1			3								
211110		40	0.1	50	0.05	0.1	0.05																2111	10	1	42500	104303	10	112013	8	113005	2			4								
212101	Ambor_Talent_215					0.1	0.3																2121	1	2	0	0	0	0	0	0	0			1								
212201	Ambor_Talent_214					0.1	10																2122	1	2	0	0	0	0	0	0	0			3								
212301	Ambor_Talent_ReduceFlyStamina					0.2																	2123	1	2	0	0	0	0	0	0	0			0								
212401																							2124	1	2	0	0	0	0	0	0	0			0								
213101	Ambor_ProudSkill_31					0.36206	0.35948	0.46526	0.473	0.59082	0.4386	1.24											2131	1	3	0	0	0	0	0	0	0			0								
213102	Ambor_ProudSkill_31					0.39153	0.38874	0.50313	0.5115	0.63891	0.4743	1.333											2131	2	3	7500	104301	2	112011	1	0	0			0								
213103	Ambor_ProudSkill_31					0.421	0.418	0.541	0.55	0.687	0.51	1.426											2131	3	3	12500	104301	4	112011	2	0	0			0								
213104	Ambor_ProudSkill_31					0.4631	0.4598	0.5951	0.605	0.7557	0.561	1.55											2131	4	3	17500	104301	8	112011	4	0	0			1								
213105	Ambor_ProudSkill_31					0.49257	0.48906	0.63297	0.6435	0.80379	0.5967	1.643											2131	5	3	20000	104302	5	112012	2	0	0			1								
213106	Ambor_ProudSkill_31					0.52625	0.5225	0.67625	0.6875	0.85875	0.6375	1.736											2131	6	3	25000	104302	8	112012	3	0	0			2								
213107	Ambor_ProudSkill_31					0.57256	0.56848	0.73576	0.748	0.93432	0.6936	1.86											2131	7	3	30000	104302	10	112012	5	0	0			2								
213108	Ambor_ProudSkill_31					0.61887	0.61446	0.79527	0.8085	1.00989	0.7497	1.984											2131	8	3	32500	104303	5	112013	5	113005	1			3								
213109	Ambor_ProudSkill_31					0.66518	0.66044	0.85478	0.869	1.08546	0.8058	2.108											2131	9	3	37500	104303	8	112013	7	113005	1			3								
213110	Ambor_ProudSkill_31					0.7157	0.7106	0.9197	0.935	1.1679	0.867	2.232											2131	10	3	42500	104303	10	112013	8	113005	2			4								
213111	Ambor_ProudSkill_31					0.76622	0.76076	0.98462	1.001	1.25034	0.9282	2.356											2131	11	3	0	0	0	0	0	0	0			4								
213112	Ambor_ProudSkill_31					0.81674	0.81092	1.04954	1.067	1.33278	0.9894	2.48											2131	12	3	0	0	0	0	0	0	0			4								
213113	Ambor_ProudSkill_31					0.86726	0.86108	1.11446	1.133	1.41522	1.0506	2.635											2131	13	3	0	0	0	0	0	0	0			4								
213114	Ambor_ProudSkill_31					0.91778	0.91124	1.17938	1.199	1.49766	1.1118	2.79											2131	14	3	0	0	0	0	0	0	0			4								
213115	Ambor_ProudSkill_31					0.9683	0.9614	1.2443	1.265	1.5801	1.173	2.945											2131	15	3	0	0	0	0	0	0	0			4								
213201	Ambor_ProudSkill_32					0.4136	1.232	-0.5864	15														2132	1	3	0	0	0	0	0	0	0			0								
213202	Ambor_ProudSkill_32					0.44462	1.3244	-0.55538	15														2132	2	3	7500	104301	2	112011	1	0	0			0								
213203	Ambor_ProudSkill_32					0.47564	1.4168	-0.52436	15														2132	3	3	12500	104301	4	112011	2	0	0			0								
213204	Ambor_ProudSkill_32					0.517	1.54	-0.483	15														2132	4	3	17500	104301	8	112011	4	0	0			1								
213205	Ambor_ProudSkill_32					0.54802	1.6324	-0.45198	15														2132	5	3	20000	104302	5	112012	2	0	0			1								
213206	Ambor_ProudSkill_32					0.57904	1.7248	-0.42096	15														2132	6	3	25000	104302	8	112012	3	0	0			2								
213207	Ambor_ProudSkill_32					0.6204	1.848	-0.3796	15														2132	7	3	30000	104302	10	112012	5	0	0			2								
213208	Ambor_ProudSkill_32					0.66176	1.9712	-0.33824	15														2132	8	3	32500	104303	5	112013	5	113005	1			3								
213209	Ambor_ProudSkill_32					0.70312	2.0944	-0.29688	15														2132	9	3	37500	104303	8	112013	7	113005	1			3								
213210	Ambor_ProudSkill_32					0.74448	2.2176	-0.25552	15														2132	10	3	42500	104303	10	112013	8	113005	2			4								
213211	Ambor_ProudSkill_32					0.78584	2.3408	-0.21416	15														2132	11	3	0	0	0	0	0	0	0			4								
213212	Ambor_ProudSkill_32					0.8272	2.464	-0.1728	15														2132	12	3	0	0	0	0	0	0	0			4								
213213	Ambor_ProudSkill_32					0.8789	2.618	-0.1211	15														2132	13	3	0	0	0	0	0	0	0			4								
213214	Ambor_ProudSkill_32					0.9306	2.772	-0.0694	15														2132	14	3	0	0	0	0	0	0	0			4								
213215	Ambor_ProudSkill_32					0.9823	2.926	-0.0177	15														2132	15	3	0	0	0	0	0	0	0			4								
213901	Ambor_ProudSkill_33					0.2808	10	30	5.0544	2													2139	1	3	0	0	0	0	0	0	0			0								
213902	Ambor_ProudSkill_33					0.30186	10	30	5.43348	2													2139	2	3	7500	104301	2	112011	1	0	0			0								
213903	Ambor_ProudSkill_33					0.32292	10	30	5.81256	2													2139	3	3	12500	104301	4	112011	2	0	0			0								
213904	Ambor_ProudSkill_33					0.351	10	30	6.318	2													2139	4	3	17500	104301	8	112011	4	0	0			1								
213905	Ambor_ProudSkill_33					0.37206	10	30	6.69708	2													2139	5	3	20000	104302	5	112012	2	0	0			1								
213906	Ambor_ProudSkill_33					0.39312	10	30	7.07616	2													2139	6	3	25000	104302	8	112012	3	0	0			2								
213907	Ambor_ProudSkill_33					0.4212	10	30	7.5816	2													2139	7	3	30000	104302	10	112012	5	0	0			2								
213908	Ambor_ProudSkill_33					0.44928	10	30	8.08704	2													2139	8	3	32500	104303	5	112013	5	113005	1			3								
213909	Ambor_ProudSkill_33					0.47736	10	30	8.59248	2													2139	9	3	37500	104303	8	112013	7	113005	1			3								
213910	Ambor_ProudSkill_33					0.50544	10	30	9.09792	2													2139	10	3	42500	104303	10	112013	8	113005	2			4								
213911	Ambor_ProudSkill_33					0.53352	10	30	9.60336	2													2139	11	3	0	0	0	0	0	0	0			4								
213912	Ambor_ProudSkill_33					0.5616	10	30	10.1088	2													2139	12	3	0	0	0	0	0	0	0			4								
213913	Ambor_ProudSkill_33					0.5967	10	30	10.7406	2													2139	13	3	0	0	0	0	0	0	0			4								
213914	Ambor_ProudSkill_33					0.6318	10	30	11.3724	2													2139	14	3	0	0	0	0	0	0	0			4								
213915	Ambor_ProudSkill_33					0.6669	10	30	12.0042	2													2139	15	3	0	0	0	0	0	0	0			4								
221101		24	0.06			0.06																	2211	1	1	0	0	0	0	0	0	0	5		0								
221102		24	0.0648			0.0648																	2211	2	1	7500	104307	2	112002	1	0	0	5		0								
221103		24	0.0696			0.0696																	2211	3	1	12500	104307	4	112002	2	0	0	5		0								
221104		24	0.0768			0.0768																	2211	4	1	17500	104307	8	112002	4	0	0	5		1								
221105		24	0.0816			0.0816																	2211	5	1	20000	104308	5	112003	2	0	0	5		1								
221106		24	0.0864			0.0864																	2211	6	1	25000	104308	8	112003	3	0	0	5		2								
221107		24	0.096			0.096																	2211	7	1	30000	104308	10	112003	5	0	0	5		2								
221108		24	0.102			0.102																	2211	8	1	32500	104309	5	112004	5	113006	1	5		3								
221109		24	0.108			0.108																	2211	9	1	37500	104309	8	112004	7	113006	1	5		3								
221110		24	0.12			0.12																	2211	10	1	42500	104309	10	112004	8	113006	2	5		4								
222101	Venti_PermanentSkill_1					20																	2221	1	2	0	0	0	0	0	0	0			1								
222201	Venti_PermanentSkill_2					15	15																2222	1	2	0	0	0	0	0	0	0			3								
222301	Venti_Talent_ReduceFlyStamina2					0.3																	2223	1	2	0	0	0	0	0	0	0			0								
223101	Venti_SkillUpgrade_1					0.20382	0.44376	0.52374	0.26058	0.50654	0.7095	0.4386	1.24										2231	1	3	0	0	0	0	0	0	0			0								
223102	Venti_SkillUpgrade_1					0.22041	0.47988	0.56637	0.28179	0.54777	0.76725	0.4743	1.333										2231	2	3	7500	104307	2	112002	1	0	0			0								
223103	Venti_SkillUpgrade_1					0.237	0.516	0.609	0.303	0.589	0.825	0.51	1.426										2231	3	3	12500	104307	4	112002	2	0	0			0								
223104	Venti_SkillUpgrade_1					0.2607	0.5676	0.6699	0.3333	0.6479	0.9075	0.561	1.55										2231	4	3	17500	104307	8	112002	4	0	0			1								
223105	Venti_SkillUpgrade_1					0.27729	0.60372	0.71253	0.35451	0.68913	0.96525	0.5967	1.643										2231	5	3	20000	104308	5	112003	2	0	0			1								
223106	Venti_SkillUpgrade_1					0.29625	0.645	0.76125	0.37875	0.73625	1.03125	0.6375	1.736										2231	6	3	25000	104308	8	112003	3	0	0			2								
223107	Venti_SkillUpgrade_1					0.32232	0.70176	0.82824	0.41208	0.80104	1.122	0.6936	1.86										2231	7	3	30000	104308	10	112003	5	0	0			2								
223108	Venti_SkillUpgrade_1					0.34839	0.75852	0.89523	0.44541	0.86583	1.21275	0.7497	1.984										2231	8	3	32500	104309	5	112004	5	113006	1			3								
223109	Venti_SkillUpgrade_1					0.37446	0.81528	0.96222	0.47874	0.93062	1.3035	0.8058	2.108										2231	9	3	37500	104309	8	112004	7	113006	1			3								
223110	Venti_SkillUpgrade_1					0.4029	0.8772	1.0353	0.5151	1.0013	1.4025	0.867	2.232										2231	10	3	42500	104309	10	112004	8	113006	2			4								
223111	Venti_SkillUpgrade_1					0.435487	0.94815	1.119037	0.556762	1.082288	1.515937	0.937125	2.36096										2231	11	3	0	0	0	0	0	0	0			4								
223112	Venti_SkillUpgrade_1					0.47381	1.031587	1.217513	0.605758	1.177529	1.64934	1.019592	2.5296										2231	12	3	0	0	0	0	0	0	0			4								
223113	Venti_SkillUpgrade_1					0.512133	1.115024	1.315988	0.654753	1.27277	1.782742	1.102059	2.69824										2231	13	3	0	0	0	0	0	0	0			4								
223114	Venti_SkillUpgrade_1					0.550456	1.198462	1.414463	0.703748	1.368011	1.916145	1.184526	2.86688										2231	14	3	0	0	0	0	0	0	0			4								
223115	Venti_SkillUpgrade_1					0.592263	1.289484	1.521891	0.757197	1.471911	2.061675	1.27449	3.03552										2231	15	3	0	0	0	0	0	0	0			4								
223201	Venti_SkillUpgrade_2					2.76	6	3.8	15														2232	1	3	0	0	0	0	0	0	0			0								
223202	Venti_SkillUpgrade_2					2.967	6	4.085	15														2232	2	3	7500	104307	2	112002	1	0	0			0								
223203	Venti_SkillUpgrade_2					3.174	6	4.37	15														2232	3	3	12500	104307	4	112002	2	0	0			0								
223204	Venti_SkillUpgrade_2					3.45	6	4.75	15														2232	4	3	17500	104307	8	112002	4	0	0			1								
223205	Venti_SkillUpgrade_2					3.657	6	5.035	15														2232	5	3	20000	104308	5	112003	2	0	0			1								
223206	Venti_SkillUpgrade_2					3.864	6	5.32	15														2232	6	3	25000	104308	8	112003	3	0	0			2								
223207	Venti_SkillUpgrade_2					4.14	6	5.7	15														2232	7	3	30000	104308	10	112003	5	0	0			2								
223208	Venti_SkillUpgrade_2					4.416	6	6.08	15														2232	8	3	32500	104309	5	112004	5	113006	1			3								
223209	Venti_SkillUpgrade_2					4.692	6	6.46	15														2232	9	3	37500	104309	8	112004	7	113006	1			3								
223210	Venti_SkillUpgrade_2					4.968	6	6.84	15														2232	10	3	42500	104309	10	112004	8	113006	2			4								
223211	Venti_SkillUpgrade_2					5.244	6	7.22	15														2232	11	3	0	0	0	0	0	0	0			4								
223212	Venti_SkillUpgrade_2					5.52	6	7.6	15														2232	12	3	0	0	0	0	0	0	0			4								
223213	Venti_SkillUpgrade_2					5.865	6	8.075	15														2232	13	3	0	0	0	0	0	0	0			4								
223214	Venti_SkillUpgrade_2					6.21	6	8.55	15														2232	14	3	0	0	0	0	0	0	0			4								
223215	Venti_SkillUpgrade_2					6.555	6	9.025	15														2232	15	3	0	0	0	0	0	0	0			4								
223901	Venti_SkillUpgrade_3					0.376	0.188	8	15	60													2239	1	3	0	0	0	0	0	0	0			0								
223902	Venti_SkillUpgrade_3					0.4042	0.2021	8	15	60													2239	2	3	7500	104307	2	112002	1	0	0			0								
223903	Venti_SkillUpgrade_3					0.4324	0.2162	8	15	60													2239	3	3	12500	104307	4	112002	2	0	0			0								
223904	Venti_SkillUpgrade_3					0.47	0.235	8	15	60													2239	4	3	17500	104307	8	112002	4	0	0			1								
223905	Venti_SkillUpgrade_3					0.4982	0.2491	8	15	60													2239	5	3	20000	104308	5	112003	2	0	0			1								
223906	Venti_SkillUpgrade_3					0.5264	0.2632	8	15	60													2239	6	3	25000	104308	8	112003	3	0	0			2								
223907	Venti_SkillUpgrade_3					0.564	0.282	8	15	60													2239	7	3	30000	104308	10	112003	5	0	0			2								
223908	Venti_SkillUpgrade_3					0.6016	0.3008	8	15	60													2239	8	3	32500	104309	5	112004	5	113006	1			3								
223909	Venti_SkillUpgrade_3					0.6392	0.3196	8	15	60													2239	9	3	37500	104309	8	112004	7	113006	1			3								
223910	Venti_SkillUpgrade_3					0.6768	0.3384	8	15	60													2239	10	3	42500	104309	10	112004	8	113006	2			4								
223911	Venti_SkillUpgrade_3					0.7144	0.3572	8	15	60													2239	11	3	0	0	0	0	0	0	0			4								
223912	Venti_SkillUpgrade_3					0.752	0.376	8	15	60													2239	12	3	0	0	0	0	0	0	0			4								
223913	Venti_SkillUpgrade_3					0.799	0.3995	8	15	60													2239	13	3	0	0	0	0	0	0	0			4								
223914	Venti_SkillUpgrade_3					0.846	0.423	8	15	60													2239	14	3	0	0	0	0	0	0	0			4								
223915	Venti_SkillUpgrade_3					0.893	0.4465	8	15	60													2239	15	3	0	0	0	0	0	0	0			4								
231101		3	0.04	50	0.025	0.04	0.025																2311	1	1	0	0	0	0	0	0	0			0								
231102		3	0.0432	50	0.027	0.0432	0.027																2311	2	1	7500	104313	2	112002	1	0	0			0								
231103		3	0.0464	50	0.029	0.0464	0.029																2311	3	1	12500	104313	4	112002	2	0	0			0								
231104		3	0.0512	50	0.032	0.0512	0.032																2311	4	1	17500	104313	8	112002	4	0	0			1								
231105		3	0.0544	50	0.034	0.0544	0.034																2311	5	1	20000	104314	5	112003	2	0	0			1								
231106		3	0.0576	50	0.036	0.0576	0.036																2311	6	1	25000	104314	8	112003	3	0	0			2								
231107		3	0.064	50	0.04	0.064	0.04																2311	7	1	30000	104314	10	112003	5	0	0			2								
231108		3	0.068	50	0.0425	0.068	0.0425																2311	8	1	32500	104315	5	112004	5	113004	1			3								
231109		3	0.072	50	0.045	0.072	0.045																2311	9	1	37500	104315	8	112004	7	113004	1			3								
231110		3	0.08	50	0.05	0.08	0.05																2311	10	1	42500	104315	10	112004	8	113004	2			4								
232101	Xiangling_ProudSkill_23					0.2																	2321	1	2	0	0	0	0	0	0	0			1								
232201	Xiangling_ProudSkill_24					0.08	10																2322	1	2	0	0	0	0	0	0	0			3								
232301						1																	2323	1	2	0	0	0	0	0	0	0			0	101	1	1,2,3,4	4	1			
232401																							2324	1	2	0	0	0	0	0	0	0			0								
233101	Xiangling_ProudSkill_31					0.47214	0.473	0.29326	0.1591	0.79808	1.4448	25											2331	1	3	0	0	0	0	0	0	0			0								
233102	Xiangling_ProudSkill_31					0.51057	0.5115	0.31713	0.17205	0.86304	1.5624	25											2331	2	3	7500	104313	2	112002	1	0	0			0								
233103	Xiangling_ProudSkill_31					0.549	0.55	0.341	0.185	0.928	1.68	25											2331	3	3	12500	104313	4	112002	2	0	0			0								
233104	Xiangling_ProudSkill_31					0.6039	0.605	0.3751	0.2035	1.0208	1.848	25											2331	4	3	17500	104313	8	112002	4	0	0			1								
233105	Xiangling_ProudSkill_31					0.64233	0.6435	0.39897	0.21645	1.08576	1.9656	25											2331	5	3	20000	104314	5	112003	2	0	0			1								
233106	Xiangling_ProudSkill_31					0.68625	0.6875	0.42625	0.23125	1.16	2.1	25											2331	6	3	25000	104314	8	112003	3	0	0			2								
233107	Xiangling_ProudSkill_31					0.74664	0.748	0.46376	0.2516	1.26208	2.2848	25											2331	7	3	30000	104314	10	112003	5	0	0			2								
233108	Xiangling_ProudSkill_31					0.80703	0.8085	0.50127	0.27195	1.36416	2.4696	25											2331	8	3	32500	104315	5	112004	5	113004	1			3								
233109	Xiangling_ProudSkill_31					0.86742	0.869	0.53878	0.2923	1.46624	2.6544	25											2331	9	3	37500	104315	8	112004	7	113004	1			3								
233110	Xiangling_ProudSkill_31					0.9333	0.935	0.5797	0.3145	1.5776	2.856	25											2331	10	3	42500	104315	10	112004	8	113004	2			4								
233111	Xiangling_ProudSkill_31					1.008787	1.010625	0.626587	0.339937	1.7052	3.087	25											2331	11	3	0	0	0	0	0	0	0			4								
