子任务ID	父任务ID	序列	子任务组	禁止进入联机	显示状态	[领取条件]组合	[领取条件]1类型	[领取条件]1参数1	[领取条件]1参数2	[领取条件]1参数3	[领取条件]2类型	[领取条件]2参数1	[领取条件]2参数2	[领取条件]2参数3	[领取条件]3类型	[领取条件]3参数1	[领取条件]3参数2	[领取条件]3参数3	[完成条件]组合	[完成条件]1类型	[完成条件]1参数1	[完成条件]1参数2	[完成条件]1复杂参数	[完成条件]1次数	[完成条件]2类型	[完成条件]2参数1	[完成条件]2复杂参数	[完成条件]2次数	[完成条件]3类型	[完成条件]3参数1	[完成条件]3复杂参数	[完成条件]3次数	[失败条件]组合	[失败条件]1类型	[失败条件]1参数1	[失败条件]1复杂参数	[失败条件]1次数	[失败条件]2类型	[失败条件]2参数1	[失败条件]2复杂参数	[失败条件]2次数	[任务指引]类型	[任务指引]自动开启或关闭	[任务指引]参数1	[任务指引]参数2	[任务指引]场景ID	[任务指引]样式	[任务指引]显示层级	场景内指引	完成父任务	失败父任务	是存档点	[任务道具]ID	[任务道具]数量	[执行]1类型	[执行]1参数1	[执行]1参数2	[执行]2类型	[执行]2参数1	[执行]2参数2	[执行]3类型	[执行]3参数1	[执行]3参数2	[失败执行]1类型	[失败执行]1参数1	[失败执行]1参数2	[失败执行]2类型	[失败执行]2参数1	[失败执行]2参数2	[失败执行]3类型	[失败执行]3参数1	[失败执行]3参数2	[开始执行]1类型	[开始执行]1参数1	[开始执行]1参数2	[开始执行]2类型	[开始执行]2参数1	[开始执行]2参数2	[开始执行]3类型	[开始执行]3参数1	[开始执行]3参数2	独占NPC	共享NPC	独占优先级	试用角色列表	$#VersionBegin	$#VersionEnd
48005	480	1		1			1	48101	3											4	48005																					1		Q48001Ambor		3	4					1																					19	3	133001231,2							1002		1080		0.2	
48001	480	2					1	48005	3											2	48001																					2		1002		3	2	2				1																					19	3	133001231,2							1002		1080		0.2	
48002	480	3		1			1	48001	3											4	48002													8	48002																	1																														1002		1080		0.2	
48003	480	4					1	48002	4											2	4800302																					2		1002		3	2	2				1			14	48002																	19	3	133001231,2							1002		1080		0.2	
48004	480	5					1	48002	3											2	48004																					2		1002		3	3	2		1		1																														1002		1080		0.2	
48201	482	1					1	99902	3											4	48201																					1		Q48202Ambor		3						1																															1002	1100		0.2	
48202	482	2					1	48201	3											2	48202																					2		1002		3	2	2				1																														1002		1100		0.2	
48203	482	3					1	48202	3											4	48203																															1																														1002		1100		0.2	
48209	482	4					1	48203	3											7	201015001												2	8	48209			21																																			19	1015	201015001,1							1002		1100		0.2	
48207	482	5					1	48209	4											4	48207																															1																														1002		1100		0.2	
48204	482	6					1	48207	3											2	4820403																					2		1002		3	2	2				1			14	48203																										1002		1100		0.2	
48208	482	7					1	48209	3											4	48208																															1																														1002		1100		0.2	
48205	482	8					1	48208	3											2	48205																					2		1002		3	2	2		1		1																														1002		1100		0.2	
42709	427	1		1			1	48004	3											4	42709																					1		Ambor_FlyBegin		3	4					1																														1002		1080		0.2	
42701	427	2					1	42709	3											2	42702																					2		1002		3	2	2				1																														1002		1080		0.2	
42702	427	3		1			1	42701	3											4	42702													8	42702																	1																														1002		1080		0.2	
42703	427	4					1	42702	4											2	4270303																					2		1002		3	2	2				1			14	42702																										1002		1080		0.2	
42704	427	5					1	42702	3											2	42704																					2		1002		3	2	1				1																														1002		1080		0.2	
42705	427	6		1			1	42704	3											4	42705													8	42705																	1																														1002		1080		0.2	
42706	427	7					1	42705	4											2	4270602																					2		1002		3	2	2				1			14	42705																										1002		1080		0.2	
42707	427	8					1	42705	3											4	42707																					1		Q427Land		3	4	1				1																														1002		1080		0.2	
42708	427	9			1		1	42707	3											2	42708																													1		1																														1002		1080		0.2	
48401	484	1					1	42708	3											4	48401																					1		Q484Ambor		3	4					1																														1002		1080		0.2	
48402	484	2					1	48401	3											2	48402																					2		1002		3	2	2				1																					18	100210:1,100211:1,100212:1								1002		1080		0.2	
48403	484	3	1	1			1	48402	3											25	70700007																					1		Q48403	15	3						1																																			0.1
48404	484	4			1	1	1	48403	3		2	48407	3							18	0		0,24																													1																																			0.1
48405	484	5	1				1	48402	3										2	25	70700008				4	48405																1		Q48405	15	3						1																																			0.1
48406	484	6			1		1	48405	3											18	0		0,24																													1																																			0.1
48407	484	7	1	1			1	48402	3											25	70700009																					1		Q48407	15	3						1																																			0.1
48408	484	8			1	1	1	48407	3		2	48403	3							18	0		0,24																													1																																			0.1
48433	484	9			1		1	48402	3											4	48433																															1																																			0.1
48409	484	10			1	1	1	48407	3		1	48403	3		1	48404	3			2	48409																															1																																			0.1
48410	484	11			1	1	1	48407	3		1	48403	3		1	48408	3			2	48410																															1																																			0.1
48411	484	12	1				1	48402	3										2	2	48409				2	48410																										0																														1002		1080		0.2	
48412	484	13			1		1	99902	3											2	4840904																															0																																			0.1
48413	484	14			1		1	48412	3											4	48413																					1		Q48412	30	3						1																																			0.1
48414	484	15			1		1	48413	3											4	48414																					1		Q48413		3						1																																			0.1
48424	484	16			1		1	48402	3										2	2	48409				2	48410																										0																																			0.1
48425	484	17			1		1	48411	3											18	0		0,24																													1																														1002		1080			0.1
48426	484	18			1		1	99902	3											22			48423,48424,48429,48432																			2		1257		3	2	2				1																																			0.1
48427	484	19			1		1	99902	3											22			48425,48426,48430,48433																			2		1258		3	2	2				1																																			0.1
48428	484	20			1		1	99902	3											22			48427,48428,48431,48434																			2		1259		3	2	2				1																																			0.1
48429	484	21			1	1	1	48426	3		1	48427	3		1	48428	3			4	48429																															1																																			0.1
48430	484	22			1		1	99902	3											4	48430																					1		Q484Zone2	40	3						1																																		0.2	
48431	484	23					1	48425	3											7	133002305																					1		Q48413	20	3	2	2	1			1																					19	3	133002305,2							1002		1080		0.2	
48432	484	24					1	48431	3											2	48435																					2		1256		3	2	2				1																														1002		1080		0.2	
48415	484	25				2	1	48414	3		1	48432	3							4	48414																					1		Q48414	20	3						1																														1002		1080		0.2	
48416	484	26					1	48415	3											20			133002255	1																		1		Q48414	20	3						1																					19	3	133002255,2							1002		1080		0.2	
48417	484	27			1		1	48416	3											18	0		0,24																			1		Q48415Mon2		3						1																														1002		1080			0.1
48418	484	28					1	48417	3											4	48417																					1		Q484Print1	20	3						1																														1002		1080		0.2	
48419	484	29					1	48418	3											4	48418																					1		Q484Print2	20	3																																				1002		1080		0.2	
48420	484	30					1	48419	3											4	48419																					1		Q484Print3	20	3																																				1002		1080		0.2	
48421	484	31					1	48420	3											4	48420																					1		Q484Print4	20	3																																				1002		1080		0.2	
48422	484	32					1	48421	3											4	48421																					1		Q484Print5	20	3																																				1002		1080		0.2	
48423	484	33					1	48422	3											2	48422																													1		1			2	3	102																									1002		1080		0.2	
48501	485	1		1			1	48423	3											9	2007	102																				1		Q485Entrance		3	4	2				1																					19	3	133002807,2							1002		1080		0.2	
48511	485	2		1			1	48501	3											2	48511													19	2007																	1												14	48501																	1002		1080		0.2	
48509	485	3		1			1	48511	3											7	201015003													19	2007																	1												14	48501																	1002		1080		0.2	
48512	485	4		1	1		1	48509	3											4	48512													19	2007																	1												14	48501																	1002		1080			
48510	485	5		1	1		1	48512	3											9	2006												2	19	2007			10	3													1			12	8								14	48501																	1002		1080	8	0.2	
48502	485	6		1			1	48510	3											4	48502													19	2006							1		Q48503Ambor		1016			1			1												14	48501		20	8														1002		1080	8	0.2	
48503	485	7		1			1	48502	3											2	48503													19	2006							2		1002		1016	2	2				1												14	48501		20	8														1002		1080	8	0.2	
48504	485	8		1			1	48503	3											4	48504													19	2006							1		Q48504Area		1016	2	1				1												14	48501		20	8														1002		1080	8	0.2	
48505	485	9		1			1	48504	3											7	201016005													19	2006																	1												14	48501		20	8														1002		1080	8	0.2	
48506	485	10		1			1	48505	3											2	48506													19	2006							2		1002		1016	2	2				1			20	8		17	3	102				14	48501		20	8														1002		1080	8	0.2	
48507	485	11					1	48506	3											17	1008																					1		Q48508Ambor		1008						1																					19	3	133002807,1							1002		1080		0.2	
48508	485	12					1	48507	3											2	48508																					2		1002		1008	2	2		1		1	100236	1																												1002		1080		0.2	
99301	993	1					1	99902	3											17	1023																															1																																			
99302	993	2					1	99301	3											4	99302													8	99302																	1																																			
99303	993	3					1	99302	4											4	99303																															1			14	99302																															
99304	993	4					1	99302	3											4	99304																													1		1																																			
99401	994	1					1	99902	3											4																														1		1																																		0.1	0.1
99501	995	1					1	99902	3											4																						1		QuestChurchMark								1																																		0.1	0.1
99502	995	2					1	99501	3											4																						1		QuestChurchMark								1																																		0.1	0.1
99601	996	1					1	99902	3											4																						1		QuestChurchMark								1																																		0.1	0.1
99602	996	2					1	99601	3											4																						1		QuestChurchMark						1		1																																		0.1	0.1
99701	997	1					1	99902	3											2	99701																													1																																				0.1	0.1
99801	998	1					1	35724	4											2	99801																					1		Q351FirstClimb	50							1																																		0.1	0.1
99802	998	2					1	99801	3											4	99802													8	99802							1		Q351FirstClimb	100																																									0.1	0.1
99803	998	3					1	99802	3											2	99802												2	2	99803			5	100210													1												14	99801																					0.1	0.1
99804	998	4					1	99803	3											4	99804													8	99804																																																			0.1	0.1
99805	998	5					1	99804	3											2	99804													2	99805															1		1												14	99803																					0.1	0.1
99901	999	1					1	35724	4											2	99902																																																																	0.1	0.1
99902	999	2					1	99901	3											2	99908																													1																																				0.1	0.1
1010001	10100	1				1	17	13			1	30904	3							6	1107																					1		Q10100_Target		1004	2	2																																			1007	1100			0.1
1010002	10100	2					1	1010001	3											2	1010001																					2		1007		1004	2	2																																		1007		1100			0.1
1010003	10100	3					1	1010002	3											2	1010003																					2		1007		3	2	2				1																														1007		1100			0.1
1010019	10100	4			1		1	1010002	3											2	1010045																																																																		0.1
1010010	10100	5					1	1010003	3											2	1010045																					2		1435		3	2	2																																		1007		1100			0.1
1010011	10100	6			1		1	1010002	3											2	1010017																																																																		0.1
1010012	10100	7			1		1	1010002	3											2	1010018																																																																		0.1
1010013	10100	8			1		1	1010002	3											2	1010019																																																																		0.1
1010014	10100	9			1		1	1010002	3											2	1010040																																																																		0.1
1010015	10100	10			1		1	1010002	3											2	1010011																																																																		0.1
1010016	10100	11			1		1	1010002	3											2	1010042																																																																		0.1
1010017	10100	12			1		1	1010002	3											2	1010013																																																																		0.1
1010018	10100	13			1		1	1010017	3											2	1010042																																																																		0.1
1010004	10100	14					1	1010010	3											2	1010004																					2		1419		3	2	2				1																														1007		1100			0.1
1010005	10100	15					1	1010004	3											22			1010083,1010084,1010085,1010086,1010087																			2		1007		3	2	2																																		1007		1100			0.1
1010021	10100	16			1		1	1010004	3											2	1010083																																																																		0.1
1010022	10100	17			1		1	1010004	3											2	1010084																																																																		0.1
1010023	10100	18			1		1	1010004	3											2	1010085																																																																		0.1
1010024	10100	19			1		1	1010004	3											2	1010086																																																																		0.1
1010025	10100	20			1		1	1010004	3											2	1010087																																		1	108018	1																														0.1
1010026	10100	21			1		1	1010004	3											2	1010023																																																																		0.1
1010027	10100	22			1		1	1010004	3											2	1010005																																																																		0.1
1010028	10100	23			1		1	1010004	3											4	1010028																																																																		0.1
1010029	10100	24			1		1	1010004	3											22			1010026,1010027,1010028,1010029,1010035																																																																0.1
1010006	10100	25					1	1010005	3											4	1010006																																																													1007		1100			0.1
1010007	10100	26					1	1010006	3											2	1010007																					2		1419		3	2	2																																		1007		1100			0.1
1010030	10100	27					1	99902	3											18	0		6,19																													1																														1007		1100			0.1
1010008	10100	28					1	1010007	3											2	1010067																					2		1427		3	2	2				1																														1007		1100			0.1
1010038	10100	29			1		1	1010007	3											2	1010008																																																																		0.1
1010031	10100	30			1		1	1010007	3											2	1010062																																																																		0.1
1010032	10100	31			1		1	1010007	3											2	1010063																																																																		0.1
1010033	10100	32			1		1	1010007	3											2	1010064																																																																		0.1
1010034	10100	33			1		1	1010007	3											2	1010065																																																																		0.1
1010035	10100	34			1		1	1010007	3											2	1010059																																																																		0.1
1010036	10100	35			1		1	1010007	3											2	1010061																																																																		0.1
1010037	10100	36			1		1	1010007	3										1	2	1010053				2	1010054																																																													0.1
1010044	10100	37					1	1010008	3											25	70700005																					1		Q1010009Lisa	60	3																																				1007		1100			0.1
1010009	10100	38					1	1010044	3											2	1010009																					2		1427		3	2	2		1		1																														1007		1100			0.1
1010117	10101	1					1	1010009	3											25	70700005																					1		Q10101Target1	60	3						1																					19	3	133003473,2								1007	1100			0.1
1010118	10101	2					1	1010117	3											25	70700005																					1		Q10101Target2	60	3						1																														1007		1100			0.1
1010119	10101	3					1	1010118	3											25	70700005																					1		Q10101Target3	60	3						1																					17	3	89							1007		1100			0.1
1010120	10101	4			1		1	1010119	3											2	1010120																																																													1007		1100			0.1
1010101	10101	5					1	1010120	3											4	1010101																					1		Q10101BookRoute2	120	3																																				1007		1100			0.1
1010102	10101	6			1		1	1010120	3											6	1108																																																																		0.1
1010103	10101	7			1		1	1010102	3											6	1109																																																																		0.1
1010104	10101	8			1		1	1010103	3											6	1110																																																																		0.1
1010105	10101	9			1		1	1010104	3											6	1111																																																																		0.1
1010106	10101	10			1		1	1010105	3											6	1112																																		19	3	133003473,1																														0.1
1010114	10101	11			1		1	1010106	3											2	1010107																																																																		0.1
1010121	10101	12			1		1	1010103	3											4	1010121																																		2	3	89																									1007		1100			0.1
1010107	10101	13					1	1010114	3											9	1002	89																				1		Q10101Target		3	4					1			12	10																										1007		1100			0.1
1010111	10101	14		1			1	1010107	3											20			LisaKey1											19	1002																	1												14	1010107																	1007		1100	10		0.1
1010113	10101	15		1			1	1010111	3											3	22010201													19	1002																	1												14	1010107																	1007		1100	10		0.1
1010112	10101	16		1	1		1	1010113	3											2	1010112													19	1002																	1												14	1010107																	1007		1100	10		0.1
1010116	10101	17		1			1	1010112	3											5	100215													19	1002																	1												14	1010107																	1007		1100	10		0.1
1010108	10101	18		1	1		1	1010116	3										2	2	1010108				10	3								19	1002																	1			17	3	89							14	1010107		1	100215														1007		1100	10		0.1
1010122	10101	19		1	1		1	1010107	3											10	3																																		20	10																															0.1
1010109	10101	20					1	1010108	3											6	1107																					1		Q10100_Target		1004	2					1			19	1004	201004003,2																									1007		1100			0.1
1010110	10101	21			1		1	1010109	3											2	1010110																																																													1007		1100			0.1
1010115	10101	22					1	1010110	3											5	100223																					1		Q10101Book		1004	2			1		1																														1007		1100			0.1
2500001	25000	1			1		17	25												112				25																										1																																					0.1
2500101	25001	1				1	1	2500001	3		17	25								9	2008	48																				1		Q25001Target		3	2	2				1																																		0.2	
2500102	25001	2				1	1	2500101	3		17	25								11	2008	48												19	2008															1														14	2500101																					0.2	
2500201	25002	1			1		1	99902	3											112				30																										1																																					0.1
2500301	25003	1				1	1	99902	3		17	30								9	2010	48																				1		Q25003Target		3	2	2				1																																		0.2	
2500302	25003	2				1	1	99902	3		17	30								11	2010	48												19	2010															1														14	2500301																					0.2	
2500401	25004	1			1		17	35												112				35																										1																																					0.1
2500501	25005	1				1	1	2500401	3		17	35								9	2012	48																				1		Q25005Target		3	2	2				1																																		0.2	
2500502	25005	2				1	1	2500501	3		17	35								11	2012	48												19	2012															1														14	2500501																					0.2	
2500601	25006	1			1		1	99902	3											112				40																										1																																					0.1
2500701	25007	1				1	1	99902	3		17	40								9	2012	48																				1		Q25007Target		3	2	2				1																																		0.2	
2500702	25007	2				1	1	99902	3		17	40								11	2012	48												19	2012															1														14	2500701																					0.2	
2500801	25008	1			1		17	45												112				45																										1																																					0.1
2500901	25009	1				1	1	2500801	3		17	45								9	2014	48																				1		Q25009Target		3	2	2				1																																		0.2	
2500902	25009	2				1	1	2500901	3		17	45								11	2014	48												19	2014															1														14	2500901																					0.2	
2501001	25010	1			1		1	99902	3											112				50																										1																																					0.1
2501101	25011	1				1	1	99902	3		17	50								9	2014	48																				1		Q25009Target		3	2	2				1																																		0.2	
2501102	25011	2				1	1	99902	3		17	50								11	2014	48												19	2014															1														14	2501101																					0.2	
2501201	25012	1			1		1	99902	3											112				55																										1																																					0.1
2501301	25013	1				1	1	99902	3		17	55								9	2015	48																				1		Q25009Target		3	2	2				1																																		0.2	
2501302	25013	2				1	1	99902	3		17	55								11	2015	48												19	2015															1														14	2501301																					0.2	
