ID	组ID	羁绊等级	角色等级ID	任务ID	故事标题$text_name_Title	故事内容$text_name_Story	语音标题$text_name_Audio	语音文件	奖励原石	奖励摩拉	解锁道具1ID	解锁道具1数量	解锁道具2ID	解锁道具2数量
13004	17	4			角色故事3	为了不让行秋成日泡在绯云坡的书店「万文集舍」里，老爹允许他前往「古华派」学武。不过，行秋很快发现，「古华派」只是没落已久的小门派，压根给不出像样的教导，就连报名用的豪华道场也是临时租借而来，根本不归门派所有。\n老爹当然也知道这一点。他只是想让行秋学一些华而不实的剑术，聊以娱乐。\n出乎意料的是，博闻强识、通读古书的行秋已经达到一法通万法通的境界。他在「古华派」修习，凭借自身知识辅以古籍记载，彻底振兴了衰退已久的古华武术。\n初入门的行秋曾对古华派武术感到失望。然而，门人善使的「小术」完全符合他的渴望。\n灰粉、烟雾砂、纸鱼游水、吞剑吐火…生在商贾之家，行秋就是喜欢这种琳琅满目的选择感。\n当即决定花上十天半月，将古华派一百门江湖奇术学全。行秋认为，这对行侠仗义而言，也是种极有力的补充。								
13005	17	5			角色故事4	剑客少爷行秋，人前静若处子，人后动若脱兔，对着亲近的人则会变得唠叨。虽说还不及大哥，却也足够调皮捣蛋了。\n而这般古灵精怪个性的主要受害者，是一位出没在璃月山林一带的少年方士——重云。\n「重云啊重云，昨日我为你找到一座闹鬼的凶宅，快去练练手吧。」\n「重云啊重云，你千万要相信我，那间凶宅里的机关不是我布置的…什么？你说根本不是凶宅？嗯，这倒不是我能预料的事…」\n「重云啊重云，何必用那种眼神瞪我呢？瞧你身上都青一块紫一块了，还是好好躺着吧。」\n「重云啊重云，我家有个丫鬟，曾在须弥国贵族府中研习精油理疗秘术。我找她来帮你推拿筋骨，你可要领我这份人情呀…」								
13006	17	6			角色故事5	「侠义」一词，释义因人而异。\n自由仗义者为侠，善恶分明者为侠，一身正气者为侠…\n但在行秋看来，「侠义」的意义，仅仅是做好事、做好人。\n身为璃月港巨贾之后，行秋的本分是在生意场里摸爬滚打，「侠义」二字，本该与他渐行渐远。\n但在「神之眼」的帮助下，他开始办成一桩又一桩曾经只能向往的「传奇轶事」。\n商会的事自然不能放下，但只要能亲自行侠仗义，哪怕只是偶尔，也已让行秋倍感满足。\n唯一会削减行秋笑容的，只有他人口中对那些「侠士」动机的庸俗猜测。\n地位、名利、暗中交易…当听到有人如此编排侠客的本心，行秋面上波澜不惊，心中却已将那人列入黑名单，放在比最讨厌吃的胡萝卜更低的位置。								
13007	17	1			《沉秋拾剑录》	暂未开放								
13008	17	1			神之眼	暂未开放								
13009	17	1					初次见面…	1000						
13010	17	1					早上好…	1001						
13011	17	1					中午好…	1002						
13012	17	1					晚上好…	1003						
13013	17	1					晚安…	1004						
13014	17	1					闲聊·无人夜	1101						
13015	17	1					闲聊·文章	1102						
13016	17	1					闲聊·偷闲	1103						
13017	17	1					闲聊·阅卷	1104						
13018	17	1					闲聊·新书	1105						
13019	17	1					下雨的时候…	1201						
13020	17	1					雨过天晴…	1202						
13021	17	1					下雪的时候…	1203						
13022	17	1					阳光很好…	1204						
13023	17	3					关于行秋自己…	2001						
13024	17	1					关于我们·书友	2002						
13025	17	6					关于我们·结拜	2003						
13026	17	3					关于「神之眼」·古书	3001						
13027	17	5					关于「神之眼」·领悟	3004						
13028	17	4					有什么想要分享…	3002						
13029	17	4					感兴趣的见闻…	3003						
13030	17	4					关于北斗…	4001						
13031	17	4					关于凝光…	4002						
13032	17	4					关于重云…	4003						
13033	17	4					关于云堇…	4004						
13034	17	4					关于胡桃…	4005						
13035	17	4					关于七七…	4006						
13036	17	4					关于香菱…	4007						
13037	17	4					关于辛焱…	4008						
13038	17	1					想要了解行秋·其一	5001						
13039	17	3					想要了解行秋·其二	5002						
13040	17	4					想要了解行秋·其三	5003						
13041	17	5					想要了解行秋·其四	5004						
13042	17	6					想要了解行秋·其五	5005						
13043	17	1					行秋的爱好…	6001						
13044	17	1					行秋的烦恼…	6002						
13045	17	1					喜欢的食物…	6003						
13046	17	1					讨厌的食物…	6004						
13047	1	1					生日·祝福	7001						
13048	1	1					生日·习俗	7002						
13049	17	3					突破的感受·起	8001						
13050	17	4					突破的感受·承	8002						
13051	17	5					突破的感受·转	8003						
13052	17	6					突破的感受·合	8004						
14001	18	1			角色详细	北斗是「南十字」的首领。\n而「南十字」是以璃月港为根据地活动的武装船队。\n所谓「武装船队」，只是字面上的意思：一支装备了可靠火力的船队。\n不必多想，「南十字」的一切作为均已得到七星的许可……大致如此。\n北斗是一位能让全船队水手心服口服的首领。他们甚至愿意相信，北斗能够压制海上的巨浪与风暴。\n「那可是北斗姐啊！再狂乱的风暴也得对更有威力的气象低头的嘛。」								
14002	18	2			角色故事1	北斗其人，在璃月有着相当的声望。\n尽管稍逊于「璃月七星」，但只要是在城中跑商的人，绝不会不知道北斗与「南十字」的大名。\n这样一位人物，自然有着不少传闻。人们说起她，大都是些开山劈海、显神威之能的故事，颇有夸大之嫌。\n也有一说：北斗能够举剑引雷，一击将可怖的冥海巨兽劈作两截。\n旁人听了，只当是醉汉闲话，并未放在心上。可与北斗同航过的人绝不会将它当成玩笑。他们会说：世上若真有什么冥海巨兽，那北斗一定能将它劈作两截。\n由此可见，北斗航海的能力与她在商行的名望一样高。道上称她「龙王」，乃是实至名归。								
14003	18	3			角色故事2	商人重利轻情，本不是什么怪事。饭局上说起，也是相视一笑。\n唯独璃月人，他们全民皆商，不爱听这话，说起自家城市，总说是「与众不同」。\n其余商人听了，笑话他们：不过是将情义二字当成另一种筹码罢了！璃月人便说：「那南十字又要作何解？」\n南十字成名多年，佣金昂贵乃是常态。某次航行中，这支船队遭遇了海上飓风，同时遇难的还有附近的一只平民船。北斗见到小船在巨浪中摇曳，顾不得龙骨断裂的危险，下令将平民船拉入安全区。船队内粮水所剩无几，北斗却坚持与平民船共享，更带着他们，在飓风中一路前进。\n如此经过数日，南十字总算将平民船送入了就近的泊地。船上商人感怀其救命之恩，因而成为了北斗忠诚的商业伙伴。\n璃月人笑道：「丢掉性命也要坚持完成的事，可不是筹码二字能够说清。将情义归为筹码，你敢和北斗说这话吗？」								
14004	18	4			角色故事3	有传闻道：「南十字」背后的势力，乃是「七星」之一的「天权」凝光。\n对此，两位当事人矢口否认。不过，她们的理由各自不同。\n凝光贵为「七星」，总有需要差人作粗鲁事情的时候。在众多候选人里，她挑中了北斗。\n依照凝光的说法，她选中的是北斗这个人，与「南十字」船队的合作才是顺便。\n而北斗若是知情，定会恼火地说，她和凝光仅是合作，绝对称不上「背后势力」一说。\n凝光的诸多合作者中，唯有北斗与众不同。\n她对凝光毫无常人那般敬畏，反倒有些针对。\n幕僚们因而担忧连连，认为北斗生性桀骜，难以约束。凝光倒不在意，只是笑着说：\n「此言差矣。依我看，她才是璃月最好控制的人。只需与她说清大义，道明利害关系，她自会想通。」								
14005	18	5			角色故事4	漫长航行结束，「南十字」登上陆地，依照惯例举办为期三日的庆功宴。此年秋天与往昔并无二致，唯独市里多了位新出师的小厨娘，正是「万民堂」后来的大厨，香菱。\n船队会计贪图便宜，连拐带骗，将市口遇见的厨娘香菱拽上了船。香菱见了北斗，为难万分，苦恼地说：「呃，船上食材都是海味，只能做『月菜』。我可是要超越两大菜系对立的人……」\n北斗只是指着脚边一箱金币，笑道：「上一趟差事赚了不少。给你五万摩拉作佣金吧。」\n为证明自己料理海味的实力，香菱勉为其难接下了这份工作。\n单就结果而言，北斗确实欣赏香菱的手艺。当着水手们的面，她大胆断言：稍加时日，香菱必会名震璃月港。不仅如此，还让全船海员尊称香菱为「香菱阿姊」。\n香菱初出江湖，对北斗这位出手阔绰、为人豪爽的大姐也很是欣赏，常与北斗一同出航，寻找最新奇的海洋食材。她向来特立独行，在食材选择方面剑走偏锋。到了海上，香菱却觉得那是北斗的领地。她总是惊讶，北斗一个远离庖厨之人，竟也辨得出各式海产，深谙其饕餮之道。\n——当然，要说香菱会不会听取北斗的选材建议，则是后话了。								
14006	18	6			角色故事5	俗话说，物似主人形。\n虽然不那么恰当，但是「南十字」船队的确和北斗一样，有着一样的气质。\n不过船队内还是有些秘密，在北斗看不见的地方流传。\n大副会在新水手们第一次归行后，邀请他们去喝酒，然后绘声绘色地讲述一件旧事：\n当年「南十字」踏上对外海的未知探索，曾经多次陷入风暴当中，稍有不慎，船毁人亡。\n那时，北斗登上甲板，亲自站在舵轮后，一边操舵，一边在风雨声中唱起璃月渔民的拉网号子。\n「直到眼前再无风浪，海天线上霞光一片，天朗波平…」\n大副一般都会用满脸怀念的神情，念出这句话作为收尾。\n随着船队事业扩大，大副故事中惊世骇俗的描述越来越多，新水手们对北斗的崇拜也越发高涨。								
14007	18	1			码头力工们的闲话	暂未开放								
14008	18	1			神之眼	暂未开放								
14100	18	1					初次见面…	1000						
14101	18	1					早上好…	1001						
14102	18	1					中午好…	1002						
14103	18	1					晚上好…	1003						
14104	18	1					晚安…	1004						
14105	18	1					闲聊·切磋	1101						
14106	18	1					闲聊·畅饮	1102						
14107	18	1					闲聊·陆地	1103						
14108	18	1					下雨的时候…	1201						
14109	18	1					打雷的时候…	1202						
14110	18	1					起风的时候…	1203						
14111	18	1					刮大风了…	1204						
14112	18	1					关于北斗自己…	2001						
14113	18	1					关于我们·称呼	2002						
14114	18	6					关于我们·识人	2003						
14115	18	6					关于我们·选择	2004						
14116	18	5					关于「神之眼」…	3001						
14117	18	1					有什么想要分享…	3002						
14118	18	1					感兴趣的见闻…	3003						
14119	18	4					关于凝光·璃月七星	4001						
14120	18	4					关于凝光·态度	4002						
14121	18	4					关于香菱·好厨艺	4003						
14122	18	4					关于香菱·试吃	4004						
14123	18	4					关于钟离…	4005						
14124	18	4					关于魈…	4006						
14125	18	1					想要了解北斗·其一	5001						
14126	18	3					想要了解北斗·其二	5002						
14127	18	4					想要了解北斗·其三	5003						
14128	18	5					想要了解北斗·其四	5004						
14129	18	6					想要了解北斗·其五	5005						
14130	18	1					北斗的爱好…	6001						
14131	18	1					北斗的烦恼…	6002						
14132	18	1					喜欢的食物…	6003						
14133	18	1					讨厌的食物…	6004						
14134	1	1					生日…	7001						
14135	18	2					突破的感受·起	8001						
14136	18	3					突破的感受·承	8002						
14137	18	4					突破的感受·转	8003						
14138	18	5					突破的感受·合	8004						
15001	19	1			角色详细	「璃月七星」掌管整个璃月港的商业运作，身居高位自然引得千万觊觎。小心驶得万年船是他们的共识，抛头露面不是他们喜爱的作风。\n但七星之中的「天权」星，凝光，是唯一的例外。\n敌人眼中厉害的商人、孩子眼中亲切的大姐姐、玉京台宴会上的名媛、甜食界不动如山的鉴赏家……提到凝光，所有人都能侃侃而谈，仿佛对她了如指掌。然而每个人口中的故事都不尽相同，甚至相去甚远。\n「凝光大人是个厉害人物」——所有故事中，只有这样一个共通之处。								
15002	19	2			角色故事1	璃月港上空漂浮着一座以浮石驱动的飞行宫殿。那是属于凝光的产业——「群玉阁」。\n天气晴朗时，站在宫门外的甲板上，便能俯瞰璃月港大半风光。\n如要处理重大商业事务，凝光定会来到这座天上宫阁，禁止旁人出入，只允许三名心腹陪侍在旁。心腹们翻阅资料，整合文书，一旦得出成果，便把摘要贴在墙上。凝光自己则一边欣赏璃月风景，一边倚栏静思。\n墙壁被资料盖满前，凝光一定会得到最佳方案。跟着，她碾碎所有资料，将大量碎屑撒向窗外，营造一场突如其来的碎雪。\n那些纸片上的字迹，在璃月港所有商人眼中，就像雪地里的墨渍一样扎眼。\n每当这阵「碎雪」降临，璃月商界必有天翻地覆。								
15003	19	3			角色故事2	「凝光大人什么都知道。」外来者常常会被璃月人如此告诫。\n想要钻漏子的商会、某位正在囤积货物的奸商、归港船队携带的违禁私货…对于这些或明或暗的信息，「天权」无一不知。\n某位须弥炼金术士到璃月游学，无意中查阅到黑岩厂十年前一笔夜泊石交易的账目。当夜，凝光的近侍便敲响了他的窗户，请他去「群玉阁」一叙。\n有谣言说，空中宫殿「群玉阁」被凝光施加了法术，能将璃月港每个人的悄悄话捕捉进去、复读出来，供凝光一一聆听。\n但凝光真正的「耳目」，却是那些在璃月港街头巷尾玩闹的孩子们。\n每一场机密会面，每一次秘密谈话，每一个陌生访客，都被他们看在眼里。孩子们聚在「凝光大姐姐」身边时，凝光手里的零食总能让他们知无不言，言无不尽。\n凝光会将孩童所说的信息抽丝剥茧。璃月港对她来说，再无秘密可言。\n她比任何人都明白「人情」这件商品的价值，所以才愿意将时间花费在市井之中。\n当然，还有一点点私心——凝光很喜欢孩子对她笑。								
15004	19	4			角色故事3	在赚钱这件事上，凝光与大部分人一样，永远不嫌钱多。\n她所挣得的钱，不仅能作为财富，更能作为一场又一场胜利的标志。\n凝光对民众温柔可亲，对同行则是迥异的态度。\n商场角力是她无可替代的刺激游戏，每位巨商大贾无奈让出的摩拉，都会让凝光脸上笑容更多一分。而商会任她自由调控的场面，则会让她每天都心情愉悦。\n一场又一场胜利后，璃月七星财力越发雄厚，整座璃月港也蒸蒸日上，将更多商机与财富带给凝光。利益环环相扣，形成完美闭环，对于这根链条，璃月七星都十分满意。\n常有人问，凝光万贯家财，为何还从商不辍？\n「万贯家财？那自然好。」\n面对如此奇怪的问题，凝光深感诧异。\n「可是，再多赚一摩拉，又有什么不好？」								
15005	19	5			角色故事4	生活在璃月，人人都需按规则出牌。规则会保护他们的利益不受侵犯，相应地，违规之人也将受到惩罚。\n这些规则源自璃月守护神「摩拉克斯」制订的古老律法，绝对可靠。璃月数千年历史中，历任「天权」对每条律法逐一修订，使其符合璃月不同阶段的社会需求。这些古老律法被整合成册，附带一本两百七十九页的注释，发放到所有璃月人手中。\n凝光喜欢这样的璃月港。井然的秩序能让商业更具活力，而她又比任何人都更理解秩序的细节。\n唯独一位名为「北斗」的船长，仗着她珍奇的货物与独一无二的商业情报，屡次视律法于不顾，出海私运禁货。在凝光眼中，她是璃月港的「害群之马」。\n身为「天权」，凝光对北斗的违规行为向来予以重罚。可北斗总是坦然接受，让凝光稍感意外。\n规矩之外，她私下也不断旁敲侧击，暗示北斗改变行事方式，为七星留下转圜余地。北斗却一直用「路见不平」、「扶危济困」及「养活船队」等理由敷衍搪塞，永远我行我素，对凝光的提点置若罔闻。\n久而久之，除了一句「油盐不进」，凝光对这位船长再无其他评价。								
15006	19	6			角色故事5	像凝光这样富有魅力又家财万贯的女性，自然不会缺少异性的追求。\n出身玉京台的贵公子、事业有成的年轻富商、周游七国的大船长，都愿费尽心思换取凝光嫣然一笑。甚至传说有一位枫丹廷来的大老板，与凝光聊过几句，便下令签订与璃月港的贸易合约。如此大手笔，只为能更多地见到凝光。\n凝光对每一位追求者都彬彬有礼，保持着优雅体面又不失臆想的距离。这也渐渐成为璃月街头巷尾的热门话题：凝光大人究竟爱谁？\n人们并不知道，凝光不会爱「有限」之物，也不愿被「有限」所困。\n「群玉阁」，这座飞行在璃月港上空，只属于凝光的宫殿。起初，它只有房间大小，如今已能遮蔽璃月上空真正的银月了。\n凝光赚来的无尽财富，有相当一部分用在了「群玉阁」上，邀请顶级工匠将它不断扩建，变得越发庞大华贵。\n在凝光看来，「群玉阁」象征着她的权威与魄力，是象征她生意运转良好的符号。\n它是凝光最爱的事物，仅次于摩拉。它几乎像是「无限」的。\n终有一日，它的影子会笼罩七国。								
15007	19	1			棋戏「璃月千年」	暂未开放								
15008	19	1			神之眼	暂未开放								
15100	19	1					初次见面…	1000						
15101	19	1					早上好…	1001						
15102	19	1					中午好…	1002						
15103	19	1					晚上好…	1003						
15104	19	1					晚安…	1004						
15105	19	1					闲聊·古玩	1101						
15106	19	1					闲聊·商战	1102						
15107	19	1					闲聊·投资	1103						
15108	19	1					下雨的时候…	1201						
15109	19	1					下雪的时候…	1202						
15110	19	1					阳光很好…	1203						
15111	19	1					刮大风了…	1204						
15112	19	1					关于凝光自己…	2001						
15113	19	1					关于我们·传言	2002						
15114	19	6					关于我们·观察	2003						
15115	19	6					关于我们·群玉阁	2004						
15116	19	5					关于「神之眼」…	3001						
15117	19	1					有什么想要分享…	3002						
15118	19	1					感兴趣的见闻…	3003						
15119	19	4					关于北斗·罚金	4001						
15120	19	4					关于北斗·态度	4002						
15121	19	4					关于钟离…	4003						
15122	19	4					关于行秋…	4004						
15123	19	4					关于香菱…	4005						
15124	19	1					想要了解凝光·其一	5001						
15125	19	3					想要了解凝光·其二	5002						
15126	19	4					想要了解凝光·其三	5003						
15127	19	5					想要了解凝光·其四	5004						
15128	19	6					想要了解凝光·其五	5005						
15129	19	1					凝光的爱好…	6001						
15130	19	1					凝光的烦恼…	6002						
15131	19	1					喜欢的食物…	6003						
15132	19	1					讨厌的食物…	6004						
15133	1	1					生日…	7001						
15134	1	1					生日…	7002						
15135	19	2					突破的感受·起	8001						
15136	19	3					突破的感受·承	8002						
15137	19	4					突破的感受·转	8003						
15138	19	5					突破的感受·合	8004						
16001	20	1			角色详细	外表虽是少年人，魈的真实年纪却已超过两千岁。\n好在没有人单看外表就轻慢他，只要打过照面，任谁都能明白，他是个狠角色。\n——危险、寡言。眼神锐利如刀。\n在仙人之间，魈的辈分与声望堪称翘楚，但在人间，他的名望并不高。\n因为他既非招揽富贵，庇佑世人安康的福星；也非手握仙道，高居在绝云间的圣众。\n能见到魈施展神通的人，必定是九死一生、身处险境之人。\n并非魈要加害于人，而是他始终在与足以吞没璃月万家灯火的黑暗战斗。普通人若是目击到战斗现场，难免会被殃及。\n当然，这并不是什么需要灭口的秘密啦。								
16002	20	2			角色故事1	魈究竟在与什么战斗？\n若要委婉地揭露真相，可以这样说：来自过去的怨憎、未能实现的大愿、失败者的嗟叹。\n直截了当的答案则是：七神体系建立前，在「魔神战争」中惨败的魔神残渣。\n它们被摩拉克斯打败，镇压在坚岩磐石之下。\n但魔神均为不灭之体，意识虽会消散，力量与怨恨却遗留下来，化为淤积的秽物，反复侵扰众生。\n「靖妖傩舞」——知晓真相的璃月掌权者们，将魈所经历的万千日夜归纳为这四个字。\n这些战斗没有胜利者，也没有尽头。\n这些战斗没有人能够见证，也没有人觉得感激。								
16003	20	3			角色故事2	「魈」并非是这位夜叉的真名，而是某人出于安全考量为他起的假名。\n曾经的魈年少无知，被魔神抓住弱点拘为座下大魔，听凭指示做下大量残忍血腥之事。\n他造了诸多杀业，踩碎诸多理想，还被要求吞下败者的美梦，痛苦万分却又身不由己。\n终于，在魔神的战场上，岩之神摩拉克斯与夜叉的主人相会了。\n后世的历史，昭示着本次胜负的答案。\n「岩王帝君」解放了夜叉，并赐给他「魈」这一名字。\n「在异邦的传奇故事中，魈之一字代表着遭遇苦难、饱受淬炼的鬼怪。你也经历诸多，以后就用这个名字吧。」								
16004	20	4			角色故事3	为报答岩之神的恩情，魈接下了守护璃月的千年苦役。\n为魔神效力的往事洗去了魈的温柔与无邪。如今，他心中只剩杀戮技巧与累世业障。\n战斗，是他唯一还能为人们做的事。\n那有什么是人们能为他做的呢？\n普通人肯定不会有这般念头，光是远远看着，已被那股气势吓退。\n不过…若有人真心想报答他，倒是可以听听这则趣闻。\n支援魈进行降魔的七星特务，表面上经营着一家名叫「望舒」的客栈。\n魈偶尔会去客栈吃杏仁豆腐。看他吃东西的神情，应当是发自真心觉得喜欢。\n魈对甜甜的口味并不痴迷，可杏仁豆腐的口感，与曾经的「美梦」十分相似。								
16005	20	5			角色故事4	魈究竟在与什么战斗？\n依璃月当权者之见，他是在与魔神残渣引发的恶象战斗。\n可若直截了当地问他本人，未必能得到这一答案。\n魈曾经被邪恶神明使役，历经苦难，直到岩王帝君出现，才得以重获自由。\n其神通本领乃是仙家翘楚，降妖除魔对他而言并无难度。\n但魔神力量巨大，憎恨与执念也非常人可及。魈不断斩杀从它们残骸中滋生的秽物，那些憎恨便化为碎片，污染魈的精神。\n要消灭这种恨意，必须背负它们的「业障」。经年累月积累的业，足以灼心蚀骨。\n魈却不感到憎恨。他的生命长达两千年，一切恩仇之于他，只是过眼云烟。\n不存在千年难释的恨，也不存在千年难报的恩。\n岁月茫茫，唯有自己陪伴着自己。\n魈的战斗，始终有其意义。\n他一直都在和自己战斗。								
16006	20	6			角色故事5	暂未开放								
16007	20	1			「空游饿鬼布施法」	暂未开放								
16008	20	1			神之眼	暂未开放								
16100	20	1					初次见面…	1000						
16101	20	1					早上好…	1001						
16102	20	1					中午好…	1002						
16103	20	1					晚上好…	1003						
16104	20	1					晚安…	1004						
16105	20	1					闲聊·闲散	1101						
16106	20	1					闲聊·荒魂	1102						
16107	20	1					闲聊·侵蚀	1103						
16108	20	1					下雨的时候…	1201						
16109	20	1					雨过天晴…	1202						
16110	20	1					打雷的时候…	1203						
16111	20	1					下雪的时候…	1204						
16112	20	1					关于魈自己·非人	2001						
16113	20	1					关于魈自己·璃月	2006						
16114	20	6					关于我们·警示	2002						
16115	20	6					关于我们·信任	2003						
16116	20	6					关于我们·犯困	2004						
16117	20	6					关于我们·海灯节	2005						
16118	20	3					关于「神之眼」·欲望	3001						
16119	20	5					关于「神之眼」·理由	3004						
16120	20	1					有什么想要分享…	3002						
16121	20	1					感兴趣的见闻…	3003						
16122	20	4					关于胡桃…	4001						
16123	20	4					关于钟离…	4002						
16124	20	4					关于北斗…	4003						
16125	20	4					关于白术…	4004						
16126	20	4					关于温迪…	4005						
16127	20	1					想要了解魈·其一	5001						
16128	20	3					想要了解魈·其二	5002						
16129	20	4					想要了解魈·其三	5003						
16130	20	5					想要了解魈·其四	5004						
16131	20	6					想要了解魈·其五	5005						
16132	20	1					魈的爱好…	6001						
16133	20	1					魈的烦恼…	6002						
16134	20	1					喜欢的食物·杏仁豆腐	6003						
16135	20	1					喜欢的食物·回忆	6004						
16136	20	1					讨厌的食物…	6005						
16137	1	1					生日…	7001						
16138	20	2					突破的感受·起	8001						
16139	20	3					突破的感受·承	8002						
16140	20	4					突破的感受·转	8003						
16141	20	5					突破的感受·合	8004						
17001	21	1			角色详细	在璃月的传统中，「请神」与「送神」是同样重要的事。\n最擅长「送别」一道的，莫过于胡家传承七十七代的「往生堂」。但「往生堂」的堂主胡桃本人，主要还是专注于送别凡人的技艺。\n送别仙人的诸般仪式，则是由一位「道上的朋友」，钟离，来为「往生堂」分忧解难。\n仙人与璃月一同度过漫长岁月，三千多年来升天者寥寥无几，这就意味着一切相关传统都只能以纸面形式存在——因为时间跨度实在太长了。这不是那种你小时候咬着糖葫芦参加过一次，老了以后还能躺在竹椅上亲眼目睹一次的事件。\n但即使是眼光最挑剔严苛的、沉迷于故纸堆的老学究，也对「往生堂」的送神典仪挑不出一丝毛病。\n不仅仪式中人的服饰要合规，而且仪式举行的吉时、地点，用具，以至当天的天气、仪式整体的进行时长、允许的观礼人数、观礼者的身份职业年龄…全部都被纳入计量范畴，无一不合符节。\n当人们以「通古晓今」来形容钟离时，他却只会无奈地一笑，叹气道：\n「我只是…记性很好。」								
17002	21	2			角色故事1	暂未开放								
17003	21	3			角色故事2	暂未开放								
17004	21	4			角色故事3	暂未开放								
17005	21	5			角色故事4	暂未开放								
17006	21	6			角色故事5	暂未开放								
17007	21	1			水产品	暂未开放								
17008	21	1			神之眼	暂未开放								
17100	21	1					初次见面…	1000						
17101	21	1					早上好…	1001						
17102	21	1					中午好…	1002						
17103	21	1					晚上好…	1003						
17104	21	1					晚安…	1004						
17105	21	1					闲聊·旅程	1101						
17106	21	1					闲聊·游览	1102						
17107	21	1					闲聊·璃月	1103						
17108	21	1					雨过天晴…	1201						
17109	21	1					下雪的时候…	1202						
17110	21	1					刮大风了…	1203						
17111	21	1					关于钟离自己…	2001						
17112	21	1					关于我们·黄金	2002						
17113	21	6					关于我们·契约	2003						
17114	21	6					关于我们·公平	2004						
17115	21	6					关于我们·困惑	2006						
17116	21	4					关于「神之眼」…	3001						
17117	21	1					有什么想要分享…	3002						
17118	21	1					感兴趣的见闻…	3003						
17119	21	4					关于魈…	4001						
17120	1	4					关于温迪…	4002						
17121	21	4					关于凝光…	4003						
17122	21	4					关于胡桃…	4004						
17123	1	4					关于公子…	4005						
17124	21	1					想要了解钟离·其一	5001						
17125	21	3					想要了解钟离·其二	5002						
17126	21	4					想要了解钟离·其三	5003						
17127	1	5					想要了解钟离·其四	5004						
17128	1	6					想要了解钟离·其五	5005						
17129	21	1					钟离的爱好…	6001						
17130	21	1					钟离的烦恼…	6002						
17131	21	1					喜欢的食物…	6003						
17132	21	1					讨厌的食物…	6004						
17133	1	1					生日…	7001						
17134	21	2					突破的感受·起	8001						
17135	1	3					突破的感受·承	8002						
17136	1	4					突破的感受·转	8003						
17137	1	5					突破的感受·合	8004						
18001	22	1			角色详细	如果向蒙德的酒客们说起西风骑士团战力最强的成员，\n恐怕大多数人会列举大名鼎鼎的代理团长琴、骑兵队长凯亚或神秘的贵公子迪卢克。\n但也有人在醉眼朦胧间，目睹了一位红色骑士将整座望风山地夷为平地的壮举——\n若想寻访这位神秘的骑士，恐怕就要到西风骑士团的禁闭室一探究竟了。\n假如禁闭室空空如也，或许某些爆炸性的糟糕事件就快要发生了…\n可莉就是这样的「危险人物」。作为骑士团正式成员，她的战力不容小觑。\n而作为一个过于活泼的孩子，她的破坏力同样巨大。\n毕竟，与蒙德其他小孩子不同，爆炸物才是可莉最为喜爱的玩具。								
18002	22	2			角色故事1	三年前，可莉被身为知名冒险家的父母托付给西风骑士团。\n年幼的可莉就这样和「那位白色的哥哥」一起，与蒙德的「家人们」结下了缘分。\n可莉对外界一切都抱有纯真的爱与好奇。对于会爆炸的物件，她更是始终投以极度的热忱。\n在骑士团呵护之下，她得以远离恶意与中伤。\n小小的少女与骑士团众人缔结了无法割舍的缘分。\n对可莉来说，被琴关禁闭室的日常、帮助安柏改进兔兔伯爵的日常，或偷偷研制新型炸弹的日常…\n所有这些，都是她珍贵的宝物。								
18003	22	3			角色故事2	「那样的父母会培养出这样的孩子，也是理所当然吧…」\n被成堆公物破坏报告搞得焦头烂额的代理团长琴，偶尔会扶额感叹。\n炸得七零八落的车辆、莫名起火的货棚、骑士们好不容易才扑灭的森林火灾…\n还有惨不忍睹的「星落湖鱼类大量非正常伤亡案件」…\n造成这些的凶手只有一人，此人正出在骑士团总部——\n「可莉！」\n面对代理团长严厉的目光，看似人畜无害的小小少女只好把身上藏得满满当当的爆炸物逐件上缴。\n随后在幸灾乐祸的骑兵队长护送下，哭唧唧地前往禁闭室。\n这样的故事，大概每周都会重演那么一两次。								
18004	22	4			角色故事3	当然，每次闯完祸后，可莉也会努力帮忙收拾烂摊子。\n虽说有时又会因为她大剌剌的性子将事情搅得更加复杂：\n想要做烤鱼补偿骑士团的大家，却不小心把灶台炸上了天；\n焦急地想要借风灭火，又把火扩散到了更远的草原…\n可莉绝不是坏孩子，好奇与贪玩的本性却总驱使她做出不计后果的行为。\n而每次犯了错误，又总会愧疚地试图弥补。\n但凡可莉被满心郁闷的琴团长放出禁闭室，不出两天，蒙德城某处一定又会传来爆炸声。\n作为骑士团内大名鼎鼎的「火花骑士」，其威能总会在奇怪的地方频繁展现。								
18005	22	5			角色故事4	虽说可莉为骑士团和蒙德城招惹了不少乱子，但她绝不是为骑士团拖后腿的见习新人。\n相反，一旦她的才能用对地方，也将爆发出可畏的实力。\n某次讨伐行动中，琴巧妙借助可莉的爆破天赋，一举消灭了所有进犯的丘丘人。\n只是可莉出于一贯不计后果的童心，布下了过多炸弹，造成巨大爆炸，永久改变了望风山地的地貌…\n大家都被吓得不轻，所幸骑士团无人受伤。\n「望风山地红衣骑士」的传说，就此在蒙德流传开来。\n据说她身披一袭神秘红衣，怀中抱着骑士团最隐秘的宝物…\n只有可莉本人知道，空穴来风的「宝物」究竟是什么东西。								
