掉落ID	最小等级	最大等级	随机方式	掉落层级	子掉落1ID	子掉落1数量区间	子掉落1权重	子掉落2ID	子掉落2数量区间	子掉落2权重	子掉落3ID	子掉落3数量区间	子掉落3权重	子掉落4ID	子掉落4数量区间	子掉落4权重	子掉落5ID	子掉落5数量区间	子掉落5权重	子掉落6ID	子掉落6数量区间	子掉落6权重	子掉落7ID	子掉落7数量区间	子掉落7权重	子掉落8ID	子掉落8数量区间	子掉落8权重	子掉落9ID	子掉落9数量区间	子掉落9权重	子掉落10ID	子掉落10数量区间	子掉落10权重	子掉落11ID	子掉落11数量区间	子掉落11权重	子掉落12ID	子掉落12数量区间	子掉落12权重	子掉落13ID	子掉落13数量区间	子掉落13权重	子掉落14ID	子掉落14数量区间	子掉落14权重	子掉落15ID	子掉落15数量区间	子掉落15权重	子掉落16ID	子掉落16数量区间	子掉落16权重	子掉落17ID	子掉落17数量区间	子掉落17权重	子掉落18ID	子掉落18数量区间	子掉落18权重	子掉落19ID	子掉落19数量区间	子掉落19权重	子掉落20ID	子掉落20数量区间	子掉落20权重	子掉落21ID	子掉落21数量区间	子掉落21权重	子掉落22ID	子掉落22数量区间	子掉落22权重	子掉落23ID	子掉落23数量区间	子掉落23权重	子掉落24ID	子掉落24数量区间	子掉落24权重	子掉落25ID	子掉落25数量区间	子掉落25权重	子掉落26ID	子掉落26数量区间	子掉落26权重	子掉落27ID	子掉落27数量区间	子掉落27权重	子掉落28ID	子掉落28数量区间	子掉落28权重	子掉落29ID	子掉落29数量区间	子掉落29权重	子掉落30ID	子掉落30数量区间	子掉落30权重	节点类型	是否掉落地面	产出来源类型	每日产出次数上限	历史产出次数上限
334002315			0	1	521117	1	9700	521118	1	300																																																																																					1	1	20012		0
334002316			0	1	521123	1	9700	521124	1	300																																																																																					1	1	20012		0
334002400			1	0	101	60	10000	202	356	10000	112017	2.7206	10000	112018	1	7255	112019	1	1814	112017	1	5441	112018	1	1451	112019	1	363	334002414	1	2475	334002415	1	825																																																													1	1	20012		
334002411			1	1	500000	1	8000	500001	1	2000																																																																																					1	1	20012		0
334002412			0	1	521100	1	10000																																																																																								1	1	20012		0
334002413			0	1	521105	1	9000	521106	1	1000																																																																																					1	1	20012		0
334002414			0	1	521111	1	9000	521112	1	1000																																																																																					1	1	20012		0
334002415			0	1	521117	1	9700	521118	1	300																																																																																					1	1	20012		0
334002416			0	1	521123	1	9700	521124	1	300																																																																																					1	1	20012		0
335000000			1	0	101	30	10000	202	96	10000	112029	3.2646	10000	112032	1	2176	335000011	1	2500	335000012	1	2970	335000013	1	330																																																																						1	1	20012		
335000011			1	1	500000	1	8000	500001	1	2000																																																																																					1	1	20012		0
335000012			0	1	521100	1	10000																																																																																								1	1	20012		0
335000013			0	1	521105	1	9000	521106	1	1000																																																																																					1	1	20012		0
335000014			0	1	521111	1	9000	521112	1	1000																																																																																					1	1	20012		0
335000015			0	1	521117	1	9700	521118	1	300																																																																																					1	1	20012		0
335000016			0	1	521123	1	9700	521124	1	300																																																																																					1	1	20012		0
335000100			1	0	101	31	10000	202	96	10000	112029	3.4848	10000	112032	1	2323	335000111	1	2300	335000112	1	2178	335000113	1	1122																																																																						1	1	20012		
335000111			1	1	500000	1	8000	500001	1	2000																																																																																					1	1	20012		0
335000112			0	1	521100	1	10000																																																																																								1	1	20012		0
335000113			0	1	521105	1	9000	521106	1	1000																																																																																					1	1	20012		0
335000114			0	1	521111	1	9000	521112	1	1000																																																																																					1	1	20012		0
335000115			0	1	521117	1	9700	521118	1	300																																																																																					1	1	20012		0
335000116			0	1	521123	1	9700	521124	1	300																																																																																					1	1	20012		0
335000200			1	0	101	33	10000	202	122	10000	112029	3.7599	10000	112032	1	2507	335000211	1	2050	335000212	1	2178	335000213	1	1122																																																																						1	1	20012		
335000211			1	1	500000	1	8000	500001	1	2000																																																																																					1	1	20012		0
335000212			0	1	521100	1	10000																																																																																								1	1	20012		0
335000213			0	1	521105	1	9000	521106	1	1000																																																																																					1	1	20012		0
335000214			0	1	521111	1	9000	521112	1	1000																																																																																					1	1	20012		0
335000215			0	1	521117	1	9700	521118	1	300																																																																																					1	1	20012		0
335000216			0	1	521123	1	9700	521124	1	300																																																																																					1	1	20012		0
335000300			1	0	101	35	10000	202	147	10000	112029	4.035	10000	112032	1	2690	335000311	1	1800	335000312	1	2178	335000313	1	1122																																																																						1	1	20012		
335000311			1	1	500000	1	8000	500001	1	2000																																																																																					1	1	20012		0
335000312			0	1	521100	1	10000																																																																																								1	1	20012		0
335000313			0	1	521105	1	9000	521106	1	1000																																																																																					1	1	20012		0
335000314			0	1	521111	1	9000	521112	1	1000																																																																																					1	1	20012		0
335000315			0	1	521117	1	9700	521118	1	300																																																																																					1	1	20012		0
335000316			0	1	521123	1	9700	521124	1	300																																																																																					1	1	20012		0
335000400			1	0	101	36	10000	202	172	10000	112029	4.3101	10000	112032	1	2873	335000411	1	1550	335000412	1	1122	335000413	1	1848	335000414	1	330																																																																			1	1	20012		
335000411			1	1	500000	1	8000	500001	1	2000																																																																																					1	1	20012		0
335000412			0	1	521100	1	10000																																																																																								1	1	20012		0
335000413			0	1	521105	1	9000	521106	1	1000																																																																																					1	1	20012		0
335000414			0	1	521111	1	9000	521112	1	1000																																																																																					1	1	20012		0
335000415			0	1	521117	1	9700	521118	1	300																																																																																					1	1	20012		0
335000416			0	1	521123	1	9700	521124	1	300																																																																																					1	1	20012		0
335000500			1	0	101	38	10000	202	198	10000	112029	4.5852	10000	112032	1	3057	335000511	1	1300	335000512	1	1122	335000513	1	1848	335000514	1	330																																																																			1	1	20012		
335000511			1	1	500000	1	8000	500001	1	2000																																																																																					1	1	20012		0
335000512			0	1	521100	1	10000																																																																																								1	1	20012		0
335000513			0	1	521105	1	9000	521106	1	1000																																																																																					1	1	20012		0
335000514			0	1	521111	1	9000	521112	1	1000																																																																																					1	1	20012		0
335000515			0	1	521117	1	9700	521118	1	300																																																																																					1	1	20012		0
335000516			0	1	521123	1	9700	521124	1	300																																																																																					1	1	20012		0
335000600			1	0	101	40	10000	202	223	10000	112029	4.8603	10000	112032	1	3240	335000611	1	1050	335000613	1	2310	335000614	1	990																																																																						1	1	20012		
335000611			1	1	500000	1	8000	500001	1	2000																																																																																					1	1	20012		0
335000612			0	1	521100	1	10000																																																																																								1	1	20012		0
335000613			0	1	521105	1	9000	521106	1	1000																																																																																					1	1	20012		0
335000614			0	1	521111	1	9000	521112	1	1000																																																																																					1	1	20012		0
335000615			0	1	521117	1	9700	521118	1	300																																																																																					1	1	20012		0
335000616			0	1	521123	1	9700	521124	1	300																																																																																					1	1	20012		0
335000700			1	0	101	41	10000	202	249	10000	112029	5.1354	10000	112032	1	3424	335000711	1	799	335000713	1	1122	335000714	1	2178																																																																						1	1	20012		
335000711			1	1	500000	1	8000	500001	1	2000																																																																																					1	1	20012		0
335000712			0	1	521100	1	10000																																																																																								1	1	20012		0
335000713			0	1	521105	1	9000	521106	1	1000																																																																																					1	1	20012		0
335000714			0	1	521111	1	9000	521112	1	1000																																																																																					1	1	20012		0
335000715			0	1	521117	1	9700	521118	1	300																																																																																					1	1	20012		0
335000716			0	1	521123	1	9700	521124	1	300																																																																																					1	1	20012		0
335000800			1	0	101	43	10000	202	274	10000	112029	5.4105	10000	112030	1.4427	10000	112032	1	3607	112033	1	961	335000811	1	549	335000813	1	1122	335000814	1	2178																																																																1	1	20012		
335000811			1	1	500000	1	8000	500001	1	2000																																																																																					1	1	20012		0
335000812			0	1	521100	1	10000																																																																																								1	1	20012		0
335000813			0	1	521105	1	9000	521106	1	1000																																																																																					1	1	20012		0
335000814			0	1	521111	1	9000	521112	1	1000																																																																																					1	1	20012		0
335000815			0	1	521117	1	9700	521118	1	300																																																																																					1	1	20012		0
335000816			0	1	521123	1	9700	521124	1	300																																																																																					1	1	20012		0
335000900			1	0	101	45	10000	202	300	10000	112029	5.6856	10000	112030	1.5162	10000	112032	1	3790	112033	1	1011	335000911	1	300	335000913	1	1122	335000914	1	2178																																																																1	1	20012		
335000911			1	1	500000	1	8000	500001	1	2000																																																																																					1	1	20012		0
335000912			0	1	521100	1	10000																																																																																								1	1	20012		0
335000913			0	1	521105	1	9000	521106	1	1000																																																																																					1	1	20012		0
335000914			0	1	521111	1	9000	521112	1	1000																																																																																					1	1	20012		0
335000915			0	1	521117	1	9700	521118	1	300																																																																																					1	1	20012		0
335000916			0	1	521123	1	9700	521124	1	300																																																																																					1	1	20012		0
335001000			1	0	101	47	10000	202	325	10000	112029	5.9607	10000	112030	1.5897	10000	112032	1	3973	112033	1	1060	335001011	1	50	335001014	1	3101	335001015	1	198																																																																1	1	20012		
335001011			1	1	500000	1	8000	500001	1	2000																																																																																					1	1	20012		0
335001012			0	1	521100	1	10000																																																																																								1	1	20012		0
335001013			0	1	521105	1	9000	521106	1	1000																																																																																					1	1	20012		0
335001014			0	1	521111	1	9000	521112	1	1000																																																																																					1	1	20012		0
335001015			0	1	521117	1	9700	521118	1	300																																																																																					1	1	20012		0
335001016			0	1	521123	1	9700	521124	1	300																																																																																					1	1	20012		0
335001100			1	0	101	48	10000	202	340	10000	112029	6.2361	10000	112030	1.6629	10000	112032	1	4157	112033	1	1109	335001114	1	3101	335001115	1	198																																																																			1	1	20012		
335001111			1	1	500000	1	8000	500001	1	2000																																																																																					1	1	20012		0
335001112			0	1	521100	1	10000																																																																																								1	1	20012		0
335001113			0	1	521105	1	9000	521106	1	1000																																																																																					1	1	20012		0
335001114			0	1	521111	1	9000	521112	1	1000																																																																																					1	1	20012		0
335001115			0	1	521117	1	9700	521118	1	300																																																																																					1	1	20012		0
335001116			0	1	521123	1	9700	521124	1	300																																																																																					1	1	20012		0
335001200			1	0	101	50	10000	202	356	10000	112029	6.5112	10000	112030	1.7364	10000	112031	1	4341	112032	1	4341	112033	1	1158	112034	1	289	335001214	1	2475	335001215	1	825																																																													1	1	20012		
335001211			1	1	500000	1	8000	500001	1	2000																																																																																					1	1	20012		0
335001212			0	1	521100	1	10000																																																																																								1	1	20012		0
335001213			0	1	521105	1	9000	521106	1	1000																																																																																					1	1	20012		0
335001214			0	1	521111	1	9000	521112	1	1000																																																																																					1	1	20012		0
335001215			0	1	521117	1	9700	521118	1	300																																																																																					1	1	20012		0
335001216			0	1	521123	1	9700	521124	1	300																																																																																					1	1	20012		0
335001300			1	0	101	52	10000	202	356	10000	112029	6.7863	10000	112030	1.8096	10000	112031	1	4524	112032	1	4524	112033	1	1206	112034	1	302	335001314	1	2475	335001315	1	825																																																													1	1	20012		
335001311			1	1	500000	1	8000	500001	1	2000																																																																																					1	1	20012		0
335001312			0	1	521100	1	10000																																																																																								1	1	20012		0
335001313			0	1	521105	1	9000	521106	1	1000																																																																																					1	1	20012		0
335001314			0	1	521111	1	9000	521112	1	1000																																																																																					1	1	20012		0
335001315			0	1	521117	1	9700	521118	1	300																																																																																					1	1	20012		0
335001316			0	1	521123	1	9700	521124	1	300																																																																																					1	1	20012		0
335001400			1	0	101	53	10000	202	356	10000	112029	7.0614	10000	112030	1.8831	10000	112031	1	4707	112032	1	4708	112033	1	1255	112034	1	314	335001414	1	2475	335001415	1	825																																																													1	1	20012		
335001411			1	1	500000	1	8000	500001	1	2000																																																																																					1	1	20012		0
335001412			0	1	521100	1	10000																																																																																								1	1	20012		0
335001413			0	1	521105	1	9000	521106	1	1000																																																																																					1	1	20012		0
335001414			0	1	521111	1	9000	521112	1	1000																																																																																					1	1	20012		0
335001415			0	1	521117	1	9700	521118	1	300																																																																																					1	1	20012		0
335001416			0	1	521123	1	9700	521124	1	300																																																																																					1	1	20012		0
335001500			1	0	101	55	10000	202	356	10000	112029	7.3365	10000	112030	1.9563	10000	112031	1	4890	112032	1	4891	112033	1	1303	112034	1	325	335001514	1	2475	335001515	1	825																																																													1	1	20012		
335001511			1	1	500000	1	8000	500001	1	2000																																																																																					1	1	20012		0
335001512			0	1	521100	1	10000																																																																																								1	1	20012		0
335001513			0	1	521105	1	9000	521106	1	1000																																																																																					1	1	20012		0
335001514			0	1	521111	1	9000	521112	1	1000																																																																																					1	1	20012		0
335001515			0	1	521117	1	9700	521118	1	300																																																																																					1	1	20012		0
335001516			0	1	521123	1	9700	521124	1	300																																																																																					1	1	20012		0
335001600			1	0	101	57	10000	202	356	10000	112029	7.6116	10000	112030	2.0298	10000	112031	1	5073	112032	1	5074	112033	1	1353	112034	1	337	335001614	1	2475	335001615	1	825																																																													1	1	20012		
335001611			1	1	500000	1	8000	500001	1	2000																																																																																					1	1	20012		0
335001612			0	1	521100	1	10000																																																																																								1	1	20012		0
335001613			0	1	521105	1	9000	521106	1	1000																																																																																					1	1	20012		0
335001614			0	1	521111	1	9000	521112	1	1000																																																																																					1	1	20012		0
335001615			0	1	521117	1	9700	521118	1	300																																																																																					1	1	20012		0
335001616			0	1	521123	1	9700	521124	1	300																																																																																					1	1	20012		0
335001700			1	0	101	58	10000	202	356	10000	112029	7.8867	10000	112030	2.103	10000	112031	1	5259	112032	1	5258	112033	1	1402	112034	1	351	335001714	1	2475	335001715	1	825																																																													1	1	20012		
335001711			1	1	500000	1	8000	500001	1	2000																																																																																					1	1	20012		0
335001712			0	1	521100	1	10000																																																																																								1	1	20012		0
335001713			0	1	521105	1	9000	521106	1	1000																																																																																					1	1	20012		0
335001714			0	1	521111	1	9000	521112	1	1000																																																																																					1	1	20012		0
335001715			0	1	521117	1	9700	521118	1	300																																																																																					1	1	20012		0
335001716			0	1	521123	1	9700	521124	1	300																																																																																					1	1	20012		0
335001800			1	0	101	60	10000	202	356	10000	112029	8.1618	10000	112030	2.1765	10000	112031	1	5442	112032	1	5441	112033	1	1451	112034	1	363	335001814	1	2475	335001815	1	825																																																													1	1	20012		
335001811			1	1	500000	1	8000	500001	1	2000																																																																																					1	1	20012		0
335001812			0	1	521100	1	10000																																																																																								1	1	20012		0
335001813			0	1	521105	1	9000	521106	1	1000																																																																																					1	1	20012		0
335001814			0	1	521111	1	9000	521112	1	1000																																																																																					1	1	20012		0
335001815			0	1	521117	1	9700	521118	1	300																																																																																					1	1	20012		0
335001816			0	1	521123	1	9700	521124	1	300																																																																																					1	1	20012		0
335001900			1	0	101	60	10000	202	356	10000	112029	8.1618	10000	112030	2.1765	10000	112031	1	5442	112032	1	5441	112033	1	1451	112034	1	363	335001914	1	2475	335001915	1	825																																																													1	1	20012		
335001911			1	1	500000	1	8000	500001	1	2000																																																																																					1	1	20012		0
335001912			0	1	521100	1	10000																																																																																								1	1	20012		0
335001913			0	1	521105	1	9000	521106	1	1000																																																																																					1	1	20012		0
335001914			0	1	521111	1	9000	521112	1	1000																																																																																					1	1	20012		0
335001915			0	1	521117	1	9700	521118	1	300																																																																																					1	1	20012		0
335001916			0	1	521123	1	9700	521124	1	300																																																																																					1	1	20012		0
335002000			1	0	101	60	10000	202	356	10000	112029	8.1618	10000	112030	2.1765	10000	112031	1	5442	112032	1	5441	112033	1	1451	112034	1	363	335002014	1	2475	335002015	1	825																																																													1	1	20012		
335002011			1	1	500000	1	8000	500001	1	2000																																																																																					1	1	20012		0
335002012			0	1	521100	1	10000																																																																																								1	1	20012		0
335002013			0	1	521105	1	9000	521106	1	1000																																																																																					1	1	20012		0
335002014			0	1	521111	1	9000	521112	1	1000																																																																																					1	1	20012		0
335002015			0	1	521117	1	9700	521118	1	300																																																																																					1	1	20012		0
335002016			0	1	521123	1	9700	521124	1	300																																																																																					1	1	20012		0
335002100			1	0	101	60	10000	202	356	10000	112029	8.1618	10000	112030	2.1765	10000	112031	1	5442	112032	1	5441	112033	1	1451	112034	1	363	335002114	1	2475	335002115	1	825																																																													1	1	20012		
335002111			1	1	500000	1	8000	500001	1	2000																																																																																					1	1	20012		0
335002112			0	1	521100	1	10000																																																																																								1	1	20012		0
335002113			0	1	521105	1	9000	521106	1	1000																																																																																					1	1	20012		0
335002114			0	1	521111	1	9000	521112	1	1000																																																																																					1	1	20012		0
335002115			0	1	521117	1	9700	521118	1	300																																																																																					1	1	20012		0
335002116			0	1	521123	1	9700	521124	1	300																																																																																					1	1	20012		0
335002200			1	0	101	60	10000	202	356	10000	112029	8.1618	10000	112030	2.1765	10000	112031	1	5442	112032	1	5441	112033	1	1451	112034	1	363	335002214	1	2475	335002215	1	825																																																													1	1	20012		
335002211			1	1	500000	1	8000	500001	1	2000																																																																																					1	1	20012		0
335002212			0	1	521100	1	10000																																																																																								1	1	20012		0
335002213			0	1	521105	1	9000	521106	1	1000																																																																																					1	1	20012		0
335002214			0	1	521111	1	9000	521112	1	1000																																																																																					1	1	20012		0
335002215			0	1	521117	1	9700	521118	1	300																																																																																					1	1	20012		0
335002216			0	1	521123	1	9700	521124	1	300																																																																																					1	1	20012		0
335002300			1	0	101	60	10000	202	356	10000	112029	8.1618	10000	112030	2.1765	10000	112031	1	5442	112032	1	5441	112033	1	1451	112034	1	363	335002314	1	2475	335002315	1	825																																																													1	1	20012		
335002311			1	1	500000	1	8000	500001	1	2000																																																																																					1	1	20012		0
335002312			0	1	521100	1	10000																																																																																								1	1	20012		0
335002313			0	1	521105	1	9000	521106	1	1000																																																																																					1	1	20012		0
335002314			0	1	521111	1	9000	521112	1	1000																																																																																					1	1	20012		0
335002315			0	1	521117	1	9700	521118	1	300																																																																																					1	1	20012		0
335002316			0	1	521123	1	9700	521124	1	300																																																																																					1	1	20012		0
335002400			1	0	101	60	10000	202	356	10000	112029	8.1618	10000	112030	2.1765	10000	112031	1	5442	112032	1	5441	112033	1	1451	112034	1	363	335002414	1	2475	335002415	1	825																																																													1	1	20012		
335002411			1	1	500000	1	8000	500001	1	2000																																																																																					1	1	20012		0
335002412			0	1	521100	1	10000																																																																																								1	1	20012		0
335002413			0	1	521105	1	9000	521106	1	1000																																																																																					1	1	20012		0
335002414			0	1	521111	1	9000	521112	1	1000																																																																																					1	1	20012		0
335002415			0	1	521117	1	9700	521118	1	300																																																																																					1	1	20012		0
335002416			0	1	521123	1	9700	521124	1	300																																																																																					1	1	20012		0
336000000			1	0	101	30	10000	202	96	10000	112026	3.2646	10000	112032	1	2176	336000011	1	2500	336000012	1	2970	336000013	1	330																																																																						1	1	20012		
336000011			1	1	500000	1	8000	500001	1	2000																																																																																					1	1	20012		0
336000012			0	1	521100	1	10000																																																																																								1	1	20012		0
336000013			0	1	521105	1	9000	521106	1	1000																																																																																					1	1	20012		0
336000014			0	1	521111	1	9000	521112	1	1000																																																																																					1	1	20012		0
336000015			0	1	521117	1	9700	521118	1	300																																																																																					1	1	20012		0
336000016			0	1	521123	1	9700	521124	1	300																																																																																					1	1	20012		0
336000100			1	0	101	31	10000	202	96	10000	112026	3.4848	10000	112032	1	2323	336000111	1	2300	336000112	1	2178	336000113	1	1122																																																																						1	1	20012		
336000111			1	1	500000	1	8000	500001	1	2000																																																																																					1	1	20012		0
336000112			0	1	521100	1	10000																																																																																								1	1	20012		0
336000113			0	1	521105	1	9000	521106	1	1000																																																																																					1	1	20012		0
336000114			0	1	521111	1	9000	521112	1	1000																																																																																					1	1	20012		0
336000115			0	1	521117	1	9700	521118	1	300																																																																																					1	1	20012		0
336000116			0	1	521123	1	9700	521124	1	300																																																																																					1	1	20012		0
336000200			1	0	101	33	10000	202	122	10000	112026	3.7599	10000	112032	1	2507	336000211	1	2050	336000212	1	2178	336000213	1	1122																																																																						1	1	20012		
336000211			1	1	500000	1	8000	500001	1	2000																																																																																					1	1	20012		0
336000212			0	1	521100	1	10000																																																																																								1	1	20012		0
336000213			0	1	521105	1	9000	521106	1	1000																																																																																					1	1	20012		0
336000214			0	1	521111	1	9000	521112	1	1000																																																																																					1	1	20012		0
336000215			0	1	521117	1	9700	521118	1	300																																																																																					1	1	20012		0
336000216			0	1	521123	1	9700	521124	1	300																																																																																					1	1	20012		0
336000300			1	0	101	35	10000	202	147	10000	112026	4.035	10000	112032	1	2690	336000311	1	1800	336000312	1	2178	336000313	1	1122																																																																						1	1	20012		
336000311			1	1	500000	1	8000	500001	1	2000																																																																																					1	1	20012		0
336000312			0	1	521100	1	10000																																																																																								1	1	20012		0
336000313			0	1	521105	1	9000	521106	1	1000																																																																																					1	1	20012		0
336000314			0	1	521111	1	9000	521112	1	1000																																																																																					1	1	20012		0
336000315			0	1	521117	1	9700	521118	1	300																																																																																					1	1	20012		0
336000316			0	1	521123	1	9700	521124	1	300																																																																																					1	1	20012		0
336000400			1	0	101	36	10000	202	172	10000	112026	4.3101	10000	112032	1	2873	336000411	1	1550	336000412	1	1122	336000413	1	1848	336000414	1	330																																																																			1	1	20012		
336000411			1	1	500000	1	8000	500001	1	2000																																																																																					1	1	20012		0
336000412			0	1	521100	1	10000																																																																																								1	1	20012		0
336000413			0	1	521105	1	9000	521106	1	1000																																																																																					1	1	20012		0
336000414			0	1	521111	1	9000	521112	1	1000																																																																																					1	1	20012		0
336000415			0	1	521117	1	9700	521118	1	300																																																																																					1	1	20012		0
336000416			0	1	521123	1	9700	521124	1	300																																																																																					1	1	20012		0
336000500			1	0	101	38	10000	202	198	10000	112026	4.5852	10000	112032	1	3057	336000511	1	1300	336000512	1	1122	336000513	1	1848	336000514	1	330																																																																			1	1	20012		
336000511			1	1	500000	1	8000	500001	1	2000																																																																																					1	1	20012		0
336000512			0	1	521100	1	10000																																																																																								1	1	20012		0
336000513			0	1	521105	1	9000	521106	1	1000																																																																																					1	1	20012		0
336000514			0	1	521111	1	9000	521112	1	1000																																																																																					1	1	20012		0
336000515			0	1	521117	1	9700	521118	1	300																																																																																					1	1	20012		0
336000516			0	1	521123	1	9700	521124	1	300																																																																																					1	1	20012		0
336000600			1	0	101	40	10000	202	223	10000	112026	4.8603	10000	112032	1	3240	336000611	1	1050	336000613	1	2310	336000614	1	990																																																																						1	1	20012		
336000611			1	1	500000	1	8000	500001	1	2000																																																																																					1	1	20012		0
336000612			0	1	521100	1	10000																																																																																								1	1	20012		0
336000613			0	1	521105	1	9000	521106	1	1000																																																																																					1	1	20012		0
336000614			0	1	521111	1	9000	521112	1	1000																																																																																					1	1	20012		0
336000615			0	1	521117	1	9700	521118	1	300																																																																																					1	1	20012		0
336000616			0	1	521123	1	9700	521124	1	300																																																																																					1	1	20012		0
336000700			1	0	101	41	10000	202	249	10000	112026	5.1354	10000	112032	1	3424	336000711	1	799	336000713	1	1122	336000714	1	2178																																																																						1	1	20012		
336000711			1	1	500000	1	8000	500001	1	2000																																																																																					1	1	20012		0
336000712			0	1	521100	1	10000																																																																																								1	1	20012		0
336000713			0	1	521105	1	9000	521106	1	1000																																																																																					1	1	20012		0
336000714			0	1	521111	1	9000	521112	1	1000																																																																																					1	1	20012		0
336000715			0	1	521117	1	9700	521118	1	300																																																																																					1	1	20012		0
336000716			0	1	521123	1	9700	521124	1	300																																																																																					1	1	20012		0
336000800			1	0	101	43	10000	202	274	10000	112026	5.4105	10000	112027	1.4427	10000	112032	1	3607	112033	1	961	336000811	1	549	336000813	1	1122	336000814	1	2178																																																																1	1	20012		
336000811			1	1	500000	1	8000	500001	1	2000																																																																																					1	1	20012		0
336000812			0	1	521100	1	10000																																																																																								1	1	20012		0
336000813			0	1	521105	1	9000	521106	1	1000																																																																																					1	1	20012		0
336000814			0	1	521111	1	9000	521112	1	1000																																																																																					1	1	20012		0
336000815			0	1	521117	1	9700	521118	1	300																																																																																					1	1	20012		0
336000816			0	1	521123	1	9700	521124	1	300																																																																																					1	1	20012		0
336000900			1	0	101	45	10000	202	300	10000	112026	5.6856	10000	112027	1.5162	10000	112032	1	3790	112033	1	1011	336000911	1	300	336000913	1	1122	336000914	1	2178																																																																1	1	20012		
336000911			1	1	500000	1	8000	500001	1	2000																																																																																					1	1	20012		0
336000912			0	1	521100	1	10000																																																																																								1	1	20012		0
336000913			0	1	521105	1	9000	521106	1	1000																																																																																					1	1	20012		0
336000914			0	1	521111	1	9000	521112	1	1000																																																																																					1	1	20012		0
336000915			0	1	521117	1	9700	521118	1	300																																																																																					1	1	20012		0
336000916			0	1	521123	1	9700	521124	1	300																																																																																					1	1	20012		0
336001000			1	0	101	47	10000	202	325	10000	112026	5.9607	10000	112027	1.5897	10000	112032	1	3973	112033	1	1060	336001011	1	50	336001014	1	3101	336001015	1	198																																																																1	1	20012		
336001011			1	1	500000	1	8000	500001	1	2000																																																																																					1	1	20012		0
336001012			0	1	521100	1	10000																																																																																								1	1	20012		0
336001013			0	1	521105	1	9000	521106	1	1000																																																																																					1	1	20012		0
336001014			0	1	521111	1	9000	521112	1	1000																																																																																					1	1	20012		0
336001015			0	1	521117	1	9700	521118	1	300																																																																																					1	1	20012		0
336001016			0	1	521123	1	9700	521124	1	300																																																																																					1	1	20012		0
336001100			1	0	101	48	10000	202	340	10000	112026	6.2361	10000	112027	1.6629	10000	112032	1	4157	112033	1	1109	336001114	1	3101	336001115	1	198																																																																			1	1	20012		
336001111			1	1	500000	1	8000	500001	1	2000																																																																																					1	1	20012		0
336001112			0	1	521100	1	10000																																																																																								1	1	20012		0
336001113			0	1	521105	1	9000	521106	1	1000																																																																																					1	1	20012		0
336001114			0	1	521111	1	9000	521112	1	1000																																																																																					1	1	20012		0
336001115			0	1	521117	1	9700	521118	1	300																																																																																					1	1	20012		0
336001116			0	1	521123	1	9700	521124	1	300																																																																																					1	1	20012		0
336001200			1	0	101	50	10000	202	356	10000	112026	6.5112	10000	112027	1.7364	10000	112028	1	4341	112032	1	4341	112033	1	1158	112034	1	289	336001214	1	2475	336001215	1	825																																																													1	1	20012		
336001211			1	1	500000	1	8000	500001	1	2000																																																																																					1	1	20012		0
336001212			0	1	521100	1	10000																																																																																								1	1	20012		0
336001213			0	1	521105	1	9000	521106	1	1000																																																																																					1	1	20012		0
336001214			0	1	521111	1	9000	521112	1	1000																																																																																					1	1	20012		0
336001215			0	1	521117	1	9700	521118	1	300																																																																																					1	1	20012		0
336001216			0	1	521123	1	9700	521124	1	300																																																																																					1	1	20012		0
336001300			1	0	101	52	10000	202	356	10000	112026	6.7863	10000	112027	1.8096	10000	112028	1	4524	112032	1	4524	112033	1	1206	112034	1	302	336001314	1	2475	336001315	1	825																																																													1	1	20012		
336001311			1	1	500000	1	8000	500001	1	2000																																																																																					1	1	20012		0
336001312			0	1	521100	1	10000																																																																																								1	1	20012		0
336001313			0	1	521105	1	9000	521106	1	1000																																																																																					1	1	20012		0
336001314			0	1	521111	1	9000	521112	1	1000																																																																																					1	1	20012		0
336001315			0	1	521117	1	9700	521118	1	300																																																																																					1	1	20012		0
336001316			0	1	521123	1	9700	521124	1	300																																																																																					1	1	20012		0
336001400			1	0	101	53	10000	202	356	10000	112026	7.0614	10000	112027	1.8831	10000	112028	1	4707	112032	1	4708	112033	1	1255	112034	1	314	336001414	1	2475	336001415	1	825																																																													1	1	20012		
336001411			1	1	500000	1	8000	500001	1	2000																																																																																					1	1	20012		0
336001412			0	1	521100	1	10000																																																																																								1	1	20012		0
336001413			0	1	521105	1	9000	521106	1	1000																																																																																					1	1	20012		0
336001414			0	1	521111	1	9000	521112	1	1000																																																																																					1	1	20012		0
336001415			0	1	521117	1	9700	521118	1	300																																																																																					1	1	20012		0
336001416			0	1	521123	1	9700	521124	1	300																																																																																					1	1	20012		0
336001500			1	0	101	55	10000	202	356	10000	112026	7.3365	10000	112027	1.9563	10000	112028	1	4890	112032	1	4891	112033	1	1303	112034	1	325	336001514	1	2475	336001515	1	825																																																													1	1	20012		
336001511			1	1	500000	1	8000	500001	1	2000																																																																																					1	1	20012		0
336001512			0	1	521100	1	10000																																																																																								1	1	20012		0
336001513			0	1	521105	1	9000	521106	1	1000																																																																																					1	1	20012		0
336001514			0	1	521111	1	9000	521112	1	1000																																																																																					1	1	20012		0
336001515			0	1	521117	1	9700	521118	1	300																																																																																					1	1	20012		0
336001516			0	1	521123	1	9700	521124	1	300																																																																																					1	1	20012		0
