掉落ID	最小等级	最大等级	随机方式	掉落层级	子掉落1ID	子掉落1数量区间	子掉落1权重	子掉落2ID	子掉落2数量区间	子掉落2权重	子掉落3ID	子掉落3数量区间	子掉落3权重	子掉落4ID	子掉落4数量区间	子掉落4权重	子掉落5ID	子掉落5数量区间	子掉落5权重	子掉落6ID	子掉落6数量区间	子掉落6权重	子掉落7ID	子掉落7数量区间	子掉落7权重	子掉落8ID	子掉落8数量区间	子掉落8权重	子掉落9ID	子掉落9数量区间	子掉落9权重	子掉落10ID	子掉落10数量区间	子掉落10权重	子掉落11ID	子掉落11数量区间	子掉落11权重	子掉落12ID	子掉落12数量区间	子掉落12权重	子掉落13ID	子掉落13数量区间	子掉落13权重	子掉落14ID	子掉落14数量区间	子掉落14权重	子掉落15ID	子掉落15数量区间	子掉落15权重	子掉落16ID	子掉落16数量区间	子掉落16权重	子掉落17ID	子掉落17数量区间	子掉落17权重	子掉落18ID	子掉落18数量区间	子掉落18权重	子掉落19ID	子掉落19数量区间	子掉落19权重	子掉落20ID	子掉落20数量区间	子掉落20权重	子掉落21ID	子掉落21数量区间	子掉落21权重	子掉落22ID	子掉落22数量区间	子掉落22权重	子掉落23ID	子掉落23数量区间	子掉落23权重	子掉落24ID	子掉落24数量区间	子掉落24权重	子掉落25ID	子掉落25数量区间	子掉落25权重	节点类型	是否掉落地面	产出来源类型	每日产出次数上限	历史产出次数上限
517971			0	1	77511	1	1000	77521	1	1000	77531	1	1000	77541	1	1000	77551	1	1000																																																													0				
517972			0	1	77512	1	1000	77522	1	1000	77532	1	1000	77542	1	1000	77552	1	1000																																																													0				
517973			0	1	77513	1	1000	77523	1	1000	77533	1	1000	77543	1	1000	77553	1	1000																																																													0				
517974			0	1	77514	1	1000	77524	1	1000	77534	1	1000	77544	1	1000	77554	1	1000																																																													0				
517975			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
517976			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
517977			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
517978			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
517979			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
517980			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
517981			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
517982			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
517983			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
517984			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
517985			0	1	76310	1	1000	76320	1	1000	76330	1	1000	76340	1	1000	76350	1	1000																																																													0				
517986			0	1	76311	1	1000	76321	1	1000	76331	1	1000	76341	1	1000	76351	1	1000																																																													0				
517987			0	1	76312	1	1000	76322	1	1000	76332	1	1000	76342	1	1000	76352	1	1000																																																													0				
517988			0	1	76313	1	1000	76323	1	1000	76333	1	1000	76343	1	1000	76353	1	1000																																																													0				
517989			0	1	76314	1	1000	76324	1	1000	76334	1	1000	76344	1	1000	76354	1	1000																																																													0				
517990			0	1	76410	1	1000	76420	1	1000	76430	1	1000	76440	1	1000	76450	1	1000																																																													0				
517991			0	1	76411	1	1000	76421	1	1000	76431	1	1000	76441	1	1000	76451	1	1000																																																													0				
517992			0	1	76412	1	1000	76422	1	1000	76432	1	1000	76442	1	1000	76452	1	1000																																																													0				
517993			0	1	76413	1	1000	76423	1	1000	76433	1	1000	76443	1	1000	76453	1	1000																																																													0				
517994			0	1	76414	1	1000	76424	1	1000	76434	1	1000	76444	1	1000	76454	1	1000																																																													0				
517995			0	1	76510	1	1000	76520	1	1000	76530	1	1000	76540	1	1000	76550	1	1000																																																													0				
517996			0	1	76511	1	1000	76521	1	1000	76531	1	1000	76541	1	1000	76551	1	1000																																																													0				
517997			0	1	76512	1	1000	76522	1	1000	76532	1	1000	76542	1	1000	76552	1	1000																																																													0				
517998			0	1	76513	1	1000	76523	1	1000	76533	1	1000	76543	1	1000	76553	1	1000																																																													0				
517999			0	1	76514	1	1000	76524	1	1000	76534	1	1000	76544	1	1000	76554	1	1000																																																													0				
518000			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
518001			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
518002			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
518003			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
518004			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
518005			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
518006			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
518007			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
518008			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
518009			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
518010			0	1	78310	1	1000	78320	1	1000	78330	1	1000	78340	1	1000	78350	1	1000																																																													0				
518011			0	1	78311	1	1000	78321	1	1000	78331	1	1000	78341	1	1000	78351	1	1000																																																													0				
518012			0	1	78312	1	1000	78322	1	1000	78332	1	1000	78342	1	1000	78352	1	1000																																																													0				
518013			0	1	78313	1	1000	78323	1	1000	78333	1	1000	78343	1	1000	78353	1	1000																																																													0				
518014			0	1	78314	1	1000	78324	1	1000	78334	1	1000	78344	1	1000	78354	1	1000																																																													0				
518015			0	1	78410	1	1000	78420	1	1000	78430	1	1000	78440	1	1000	78450	1	1000																																																													0				
518016			0	1	78411	1	1000	78421	1	1000	78431	1	1000	78441	1	1000	78451	1	1000																																																													0				
518017			0	1	78412	1	1000	78422	1	1000	78432	1	1000	78442	1	1000	78452	1	1000																																																													0				
518018			0	1	78413	1	1000	78423	1	1000	78433	1	1000	78443	1	1000	78453	1	1000																																																													0				
518019			0	1	78414	1	1000	78424	1	1000	78434	1	1000	78444	1	1000	78454	1	1000																																																													0				
518020			0	1	78510	1	1000	78520	1	1000	78530	1	1000	78540	1	1000	78550	1	1000																																																													0				
518021			0	1	78511	1	1000	78521	1	1000	78531	1	1000	78541	1	1000	78551	1	1000																																																													0				
518022			0	1	78512	1	1000	78522	1	1000	78532	1	1000	78542	1	1000	78552	1	1000																																																													0				
518023			0	1	78513	1	1000	78523	1	1000	78533	1	1000	78543	1	1000	78553	1	1000																																																													0				
518024			0	1	78514	1	1000	78524	1	1000	78534	1	1000	78544	1	1000	78554	1	1000																																																													0				
518025			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
518026			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
518027			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
518028			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
518029			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
518030			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
518031			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
518032			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
518033			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
518034			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
518035			0	1	79310	1	1000	79320	1	1000	79330	1	1000	79340	1	1000	79350	1	1000																																																													0				
518036			0	1	79311	1	1000	79321	1	1000	79331	1	1000	79341	1	1000	79351	1	1000																																																													0				
518037			0	1	79312	1	1000	79322	1	1000	79332	1	1000	79342	1	1000	79352	1	1000																																																													0				
518038			0	1	79313	1	1000	79323	1	1000	79333	1	1000	79343	1	1000	79353	1	1000																																																													0				
518039			0	1	79314	1	1000	79324	1	1000	79334	1	1000	79344	1	1000	79354	1	1000																																																													0				
518040			0	1	79410	1	1000	79420	1	1000	79430	1	1000	79440	1	1000	79450	1	1000																																																													0				
518041			0	1	79411	1	1000	79421	1	1000	79431	1	1000	79441	1	1000	79451	1	1000																																																													0				
518042			0	1	79412	1	1000	79422	1	1000	79432	1	1000	79442	1	1000	79452	1	1000																																																													0				
518043			0	1	79413	1	1000	79423	1	1000	79433	1	1000	79443	1	1000	79453	1	1000																																																													0				
518044			0	1	79414	1	1000	79424	1	1000	79434	1	1000	79444	1	1000	79454	1	1000																																																													0				
518045			0	1	79510	1	1000	79520	1	1000	79530	1	1000	79540	1	1000	79550	1	1000																																																													0				
518046			0	1	79511	1	1000	79521	1	1000	79531	1	1000	79541	1	1000	79551	1	1000																																																													0				
518047			0	1	79512	1	1000	79522	1	1000	79532	1	1000	79542	1	1000	79552	1	1000																																																													0				
518048			0	1	79513	1	1000	79523	1	1000	79533	1	1000	79543	1	1000	79553	1	1000																																																													0				
518049			0	1	79514	1	1000	79524	1	1000	79534	1	1000	79544	1	1000	79554	1	1000																																																													0				
518050			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
518051			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
518052			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
518053			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
518054			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
518055			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
518056			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
518057			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
518058			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
518059			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
518060			0	1	80310	1	1000	80320	1	1000	80330	1	1000	80340	1	1000	80350	1	1000																																																													0				
518061			0	1	80311	1	1000	80321	1	1000	80331	1	1000	80341	1	1000	80351	1	1000																																																													0				
518062			0	1	80312	1	1000	80322	1	1000	80332	1	1000	80342	1	1000	80352	1	1000																																																													0				
518063			0	1	80313	1	1000	80323	1	1000	80333	1	1000	80343	1	1000	80353	1	1000																																																													0				
518064			0	1	80314	1	1000	80324	1	1000	80334	1	1000	80344	1	1000	80354	1	1000																																																													0				
518065			0	1	80410	1	1000	80420	1	1000	80430	1	1000	80440	1	1000	80450	1	1000																																																													0				
518066			0	1	80411	1	1000	80421	1	1000	80431	1	1000	80441	1	1000	80451	1	1000																																																													0				
518067			0	1	80412	1	1000	80422	1	1000	80432	1	1000	80442	1	1000	80452	1	1000																																																													0				
518068			0	1	80413	1	1000	80423	1	1000	80433	1	1000	80443	1	1000	80453	1	1000																																																													0				
518069			0	1	80414	1	1000	80424	1	1000	80434	1	1000	80444	1	1000	80454	1	1000																																																													0				
518070			0	1	80510	1	1000	80520	1	1000	80530	1	1000	80540	1	1000	80550	1	1000																																																													0				
518071			0	1	80511	1	1000	80521	1	1000	80531	1	1000	80541	1	1000	80551	1	1000																																																													0				
518072			0	1	80512	1	1000	80522	1	1000	80532	1	1000	80542	1	1000	80552	1	1000																																																													0				
518073			0	1	80513	1	1000	80523	1	1000	80533	1	1000	80543	1	1000	80553	1	1000																																																													0				
518074			0	1	80514	1	1000	80524	1	1000	80534	1	1000	80544	1	1000	80554	1	1000																																																													0				
518075			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
518076			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
518077			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
518078			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
518079			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
518080			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
518081			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
518082			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
518083			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
518084			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
518085			0	1	81310	1	1000	81320	1	1000	81330	1	1000	81340	1	1000	81350	1	1000																																																													0				
518086			0	1	81311	1	1000	81321	1	1000	81331	1	1000	81341	1	1000	81351	1	1000																																																													0				
518087			0	1	81312	1	1000	81322	1	1000	81332	1	1000	81342	1	1000	81352	1	1000																																																													0				
518088			0	1	81313	1	1000	81323	1	1000	81333	1	1000	81343	1	1000	81353	1	1000																																																													0				
518089			0	1	81314	1	1000	81324	1	1000	81334	1	1000	81344	1	1000	81354	1	1000																																																													0				
518090			0	1	81410	1	1000	81420	1	1000	81430	1	1000	81440	1	1000	81450	1	1000																																																													0				
518091			0	1	81411	1	1000	81421	1	1000	81431	1	1000	81441	1	1000	81451	1	1000																																																													0				
518092			0	1	81412	1	1000	81422	1	1000	81432	1	1000	81442	1	1000	81452	1	1000																																																													0				
518093			0	1	81413	1	1000	81423	1	1000	81433	1	1000	81443	1	1000	81453	1	1000																																																													0				
518094			0	1	81414	1	1000	81424	1	1000	81434	1	1000	81444	1	1000	81454	1	1000																																																													0				
518095			0	1	81510	1	1000	81520	1	1000	81530	1	1000	81540	1	1000	81550	1	1000																																																													0				
518096			0	1	81511	1	1000	81521	1	1000	81531	1	1000	81541	1	1000	81551	1	1000																																																													0				
518097			0	1	81512	1	1000	81522	1	1000	81532	1	1000	81542	1	1000	81552	1	1000																																																													0				
518098			0	1	81513	1	1000	81523	1	1000	81533	1	1000	81543	1	1000	81553	1	1000																																																													0				
518099			0	1	81514	1	1000	81524	1	1000	81534	1	1000	81544	1	1000	81554	1	1000																																																													0				
518100			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
518101			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
518102			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
518103			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
518104			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
518105			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
518106			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
518107			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
518108			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
518109			0	1		1	1000		1	1000		1	1000		1	1000		1	1000																																																													0				
518110			0	1	82310	1	1000	82320	1	1000	82330	1	1000	82340	1	1000	82350	1	1000																																																													0				
518111			0	1	82311	1	1000	82321	1	1000	82331	1	1000	82341	1	1000	82351	1	1000																																																													0				
518112			0	1	82312	1	1000	82322	1	1000	82332	1	1000	82342	1	1000	82352	1	1000																																																													0				
518113			0	1	82313	1	1000	82323	1	1000	82333	1	1000	82343	1	1000	82353	1	1000																																																													0				
518114			0	1	82314	1	1000	82324	1	1000	82334	1	1000	82344	1	1000	82354	1	1000																																																													0				
518115			0	1	82410	1	1000	82420	1	1000	82430	1	1000	82440	1	1000	82450	1	1000																																																													0				
518116			0	1	82411	1	1000	82421	1	1000	82431	1	1000	82441	1	1000	82451	1	1000																																																													0				
518117			0	1	82412	1	1000	82422	1	1000	82432	1	1000	82442	1	1000	82452	1	1000																																																													0				
518118			0	1	82413	1	1000	82423	1	1000	82433	1	1000	82443	1	1000	82453	1	1000																																																													0				
518119			0	1	82414	1	1000	82424	1	1000	82434	1	1000	82444	1	1000	82454	1	1000																																																													0				
518120			0	1	82510	1	1000	82520	1	1000	82530	1	1000	82540	1	1000	82550	1	1000																																																													0				
518121			0	1	82511	1	1000	82521	1	1000	82531	1	1000	82541	1	1000	82551	1	1000																																																													0				
518122			0	1	82512	1	1000	82522	1	1000	82532	1	1000	82542	1	1000	82552	1	1000																																																													0				
518123			0	1	82513	1	1000	82523	1	1000	82533	1	1000	82543	1	1000	82553	1	1000																																																													0				
518124			0	1	82514	1	1000	82524	1	1000	82534	1	1000	82544	1	1000	82554	1	1000																																																													0				
520000			0	0	517500	1	1000																																																																									0				
520001			0	0	517501	1	1000																																																																									0				
520002			0	0	517502	1	1000																																																																									0				
520003			0	0	517503	1	1000																																																																									0				
520004			0	0	517504	1	1000																																																																									0				
520005			0	0	517505	1	1000																																																																									0				
520006			0	0	517506	1	1000																																																																									0				
520007			0	0	517507	1	1000																																																																									0				
520008			0	0	517508	1	1000																																																																									0				
520009			0	0	517509	1	1000																																																																									0				
520010			0	0	517585	1	1000	517510	1	1000																																																																						0				
520011			0	0	517586	1	1000	517511	1	1000																																																																						0				
520012			0	0	517587	1	1000	517512	1	1000																																																																						0				
520013			0	0	517588	1	1000	517513	1	1000																																																																						0				
520014			0	0	517589	1	1000	517514	1	1000																																																																						0				
520015			0	0	518040	1	1000	517890	1	1000	517590	1	1000																																																																			0				
520016			0	0	518041	1	1000	517891	1	1000	517591	1	1000																																																																			0				
520017			0	0	518042	1	1000	517892	1	1000	517592	1	1000																																																																			0				
520018			0	0	518043	1	1000	517893	1	1000	517593	1	1000																																																																			0				
520019			0	0	518044	1	1000	517894	1	1000	517594	1	1000																																																																			0				
520020			0	0	518045	1	1000	517895	1	1000																																																																						0				
520021			0	0	518046	1	1000	517896	1	1000																																																																						0				
520022			0	0	518047	1	1000	517897	1	1000																																																																						0				
520023			0	0	518048	1	1000	517898	1	1000																																																																						0				
520024			0	0	518049	1	1000	517899	1	1000																																																																						0				
520100			0	0	517550	1	1000																																																																									0				
520101			0	0	517551	1	1000																																																																									0				
520102			0	0	517552	1	1000																																																																									0				
520103			0	0	517553	1	1000																																																																									0				
520104			0	0	517554	1	1000																																																																									0				
520105			0	0	517555	1	1000																																																																									0				
520106			0	0	517556	1	1000																																																																									0				
520107			0	0	517557	1	1000																																																																									0				
520108			0	0	517558	1	1000																																																																									0				
520109			0	0	517559	1	1000																																																																									0				
520110			0	0	517610	1	1000	517560	1	1000																																																																						0				
520111			0	0	517611	1	1000	517561	1	1000																																																																						0				
520112			0	0	517612	1	1000	517562	1	1000																																																																						0				
520113			0	0	517613	1	1000	517563	1	1000																																																																						0				
520114			0	0	517614	1	1000	517564	1	1000																																																																						0				
520115			0	0	518065	1	1000	517915	1	1000	517615	1	1000																																																																			0				
520116			0	0	518066	1	1000	517916	1	1000	517616	1	1000																																																																			0				
520117			0	0	518067	1	1000	517917	1	1000	517617	1	1000																																																																			0				
520118			0	0	518068	1	1000	517918	1	1000	517618	1	1000																																																																			0				
520119			0	0	518069	1	1000	517919	1	1000	517619	1	1000																																																																			0				
520120			0	0	518070	1	1000	517920	1	1000																																																																						0				
520121			0	0	518071	1	1000	517921	1	1000																																																																						0				
520122			0	0	518072	1	1000	517922	1	1000																																																																						0				
520123			0	0	518073	1	1000	517923	1	1000																																																																						0				
520124			0	0	518074	1	1000	517924	1	1000																																																																						0				
520200			0	0	517500	1	1000																																																																									0				
520201			0	0	517501	1	1000																																																																									0				
520202			0	0	517502	1	1000																																																																									0				
520203			0	0	517503	1	1000																																																																									0				
520204			0	0	517504	1	1000																																																																									0				
520205			0	0	517505	1	1000																																																																									0				
520206			0	0	517506	1	1000																																																																									0				
520207			0	0	517507	1	1000																																																																									0				
520208			0	0	517508	1	1000																																																																									0				
520209			0	0	517509	1	1000																																																																									0				
520210			0	0	517660	1	1000	517510	1	1000																																																																						0				
520211			0	0	517661	1	1000	517511	1	1000																																																																						0				
520212			0	0	517662	1	1000	517512	1	1000																																																																						0				
520213			0	0	517663	1	1000	517513	1	1000																																																																						0				
520214			0	0	517664	1	1000	517514	1	1000																																																																						0				
520215			0	0	517940	1	1000	518090	1	1000	517665	1	1000																																																																			0				
520216			0	0	517941	1	1000	518091	1	1000	517666	1	1000																																																																			0				
520217			0	0	517942	1	1000	518092	1	1000	517667	1	1000																																																																			0				
520218			0	0	517943	1	1000	518093	1	1000	517668	1	1000																																																																			0				
520219			0	0	517944	1	1000	518094	1	1000	517669	1	1000																																																																			0				
520220			0	0	517945	1	1000	518095	1	1000																																																																						0				
520221			0	0	517946	1	1000	518096	1	1000																																																																						0				
520222			0	0	517947	1	1000	518097	1	1000																																																																						0				
520223			0	0	517948	1	1000	518098	1	1000																																																																						0				
520224			0	0	517949	1	1000	518099	1	1000																																																																						0				
520300			0	0	517500	1	1000																																																																									0				
520301			0	0	517501	1	1000																																																																									0				
520302			0	0	517502	1	1000																																																																									0				
520303			0	0	517503	1	1000																																																																									0				
520304			0	0	517504	1	1000																																																																									0				
520305			0	0	517505	1	1000																																																																									0				
520306			0	0	517506	1	1000																																																																									0				
520307			0	0	517507	1	1000																																																																									0				
520308			0	0	517508	1	1000																																																																									0				
520309			0	0	517509	1	1000																																																																									0				
520310			0	0	517660	1	1000	517510	1	1000																																																																						0				
520311			0	0	517661	1	1000	517511	1	1000																																																																						0				
520312			0	0	517662	1	1000	517512	1	1000																																																																						0				
520313			0	0	517663	1	1000	517513	1	1000																																																																						0				
520314			0	0	517664	1	1000	517514	1	1000																																																																						0				
520315			0	0	517940	1	1000	518090	1	1000	517665	1	1000																																																																			0				
520316			0	0	517941	1	1000	518091	1	1000	517666	1	1000																																																																			0				
520317			0	0	517942	1	1000	518092	1	1000	517667	1	1000																																																																			0				
520318			0	0	517943	1	1000	518093	1	1000	517668	1	1000																																																																			0				
520319			0	0	517944	1	1000	518094	1	1000	517669	1	1000																																																																			0				
520320			0	0	517945	1	1000	518095	1	1000																																																																						0				
520321			0	0	517946	1	1000	518096	1	1000																																																																						0				
520322			0	0	517947	1	1000	518097	1	1000																																																																						0				
520323			0	0	517948	1	1000	518098	1	1000																																																																						0				
520324			0	0	517949	1	1000	518099	1	1000																																																																						0				
520400			0	0	517550	1	1000																																																																									0				
520401			0	0	517551	1	1000																																																																									0				
520402			0	0	517552	1	1000																																																																									0				
520403			0	0	517553	1	1000																																																																									0				
520404			0	0	517554	1	1000																																																																									0				
520405			0	0	517555	1	1000																																																																									0				
520406			0	0	517556	1	1000																																																																									0				
520407			0	0	517557	1	1000																																																																									0				
520408			0	0	517558	1	1000																																																																									0				
520409			0	0	517559	1	1000																																																																									0				
520410			0	0	517635	1	1000	517660	1	1000	517685	1	1000	517560	1	1000																																																																0				
520411			0	0	517636	1	1000	517661	1	1000	517686	1	1000	517561	1	1000																																																																0				
520412			0	0	517637	1	1000	517662	1	1000	517687	1	1000	517562	1	1000																																																																0				
520413			0	0	517638	1	1000	517663	1	1000	517688	1	1000	517563	1	1000																																																																0				
520414			0	0	517639	1	1000	517664	1	1000	517689	1	1000	517564	1	1000																																																																0				
520415			0	0	517640	1	1000	517665	1	1000	517690	1	1000																																																																			0				
520416			0	0	517641	1	1000	517666	1	1000	517691	1	1000																																																																			0				
520417			0	0	517642	1	1000	517667	1	1000	517692	1	1000																																																																			0				
520418			0	0	517643	1	1000	517668	1	1000	517693	1	1000																																																																			0				
520419			0	0	517644	1	1000	517669	1	1000	517694	1	1000																																																																			0				
520420			0	0																																																																												0				
520421			0	0																																																																												0				
520422			0	0																																																																												0				
520423			0	0																																																																												0				
520424			0	0																																																																												0				
520500			0	0	517500	1	1000	517550	1	1000																																																																						0				
520501			0	0	517501	1	1000	517551	1	1000																																																																						0				
520502			0	0	517502	1	1000	517552	1	1000																																																																						0				
520503			0	0	517503	1	1000	517553	1	1000																																																																						0				
520504			0	0	517504	1	1000	517554	1	1000																																																																						0				
520505			0	0	517505	1	1000	517555	1	1000																																																																						0				
520506			0	0	517506	1	1000	517556	1	1000																																																																						0				
520507			0	0	517507	1	1000	517557	1	1000																																																																						0				
520508			0	0	517508	1	1000	517558	1	1000																																																																						0				
520509			0	0	517509	1	1000	517559	1	1000																																																																						0				
520510			0	0	517635	1	1000	517660	1	1000	517510	1	1000	517560	1	1000																																																																0				
520511			0	0	517636	1	1000	517661	1	1000	517511	1	1000	517561	1	1000																																																																0				
520512			0	0	517637	1	1000	517662	1	1000	517512	1	1000	517562	1	1000																																																																0				
520513			0	0	517638	1	1000	517663	1	1000	517513	1	1000	517563	1	1000																																																																0				
520514			0	0	517639	1	1000	517664	1	1000	517514	1	1000	517564	1	1000																																																																0				
520515			0	0	517640	1	1000	517665	1	1000																																																																						0				
520516			0	0	517641	1	1000	517666	1	1000																																																																						0				
520517			0	0	517642	1	1000	517667	1	1000																																																																						0				
520518			0	0	517643	1	1000	517668	1	1000																																																																						0				
520519			0	0	517644	1	1000	517669	1	1000																																																																						0				
520520			0	0																																																																												0				
520521			0	0																																																																												0				
520522			0	0																																																																												0				
520523			0	0																																																																												0				
520524			0	0																																																																												0				
520600			0	0	517525	1	1000																																																																									0				
520601			0	0	517526	1	1000																																																																									0				
520602			0	0	517527	1	1000																																																																									0				
520603			0	0	517528	1	1000																																																																									0				
520604			0	0	517529	1	1000																																																																									0				
520605			0	0	517530	1	1000																																																																									0				
520606			0	0	517531	1	1000																																																																									0				
520607			0	0	517532	1	1000																																																																									0				
520608			0	0	517533	1	1000																																																																									0				
520609			0	0	517534	1	1000																																																																									0				
520610			0	0	517735	1	1000	517535	1	1000																																																																						0				
520611			0	0	517736	1	1000	517536	1	1000																																																																						0				
520612			0	0	517737	1	1000	517537	1	1000																																																																						0				
520613			0	0	517738	1	1000	517538	1	1000																																																																						0				
520614			0	0	517739	1	1000	517539	1	1000																																																																						0				
520615			0	0	518015	1	1000	517865	1	1000	517740	1	1000																																																																			0				
520616			0	0	518016	1	1000	517866	1	1000	517741	1	1000																																																																			0				
520617			0	0	518017	1	1000	517867	1	1000	517742	1	1000																																																																			0				
520618			0	0	518018	1	1000	517868	1	1000	517743	1	1000																																																																			0				
520619			0	0	518019	1	1000	517869	1	1000	517744	1	1000																																																																			0				
520620			0	0	518020	1	1000	517870	1	1000																																																																						0				
520621			0	0	518021	1	1000	517871	1	1000																																																																						0				
520622			0	0	518022	1	1000	517872	1	1000																																																																						0				
520623			0	0	518023	1	1000	517873	1	1000																																																																						0				
520624			0	0	518024	1	1000	517874	1	1000																																																																						0				
520700			0	0																																																																												0				
520701			0	0																																																																												0				
520702			0	0																																																																												0				
520703			0	0																																																																												0				
520704			0	0																																																																												0				
520705			0	0																																																																												0				
520706			0	0																																																																												0				
520707			0	0																																																																												0				
520708			0	0																																																																												0				
520709			0	0																																																																												0				
520710			0	0	517710	1	1000	517760	1	1000																																																																						0				
520711			0	0	517711	1	1000	517761	1	1000																																																																						0				
520712			0	0	517712	1	1000	517762	1	1000																																																																						0				
520713			0	0	517713	1	1000	517763	1	1000																																																																						0				
520714			0	0	517714	1	1000	517764	1	1000																																																																						0				
520715			0	0	517990	1	1000	517840	1	1000	517715	1	1000	517765	1	1000																																																																0				
520716			0	0	517991	1	1000	517841	1	1000	517716	1	1000	517766	1	1000																																																																0				
520717			0	0	517992	1	1000	517842	1	1000	517717	1	1000	517767	1	1000																																																																0				
520718			0	0	517993	1	1000	517843	1	1000	517718	1	1000	517768	1	1000																																																																0				
520719			0	0	517994	1	1000	517844	1	1000	517719	1	1000	517769	1	1000																																																																0				
520720			0	0	517995	1	1000	517845	1	1000																																																																						0				
520721			0	0	517996	1	1000	517846	1	1000																																																																						0				
520722			0	0	517997	1	1000	517847	1	1000																																																																						0				
520723			0	0	517998	1	1000	517848	1	1000																																																																						0				
520724			0	0	517999	1	1000	517849	1	1000																																																																						0				
520800			0	0																																																																												0				
520801			0	0																																																																												0				
520802			0	0																																																																												0				
520803			0	0																																																																												0				
520804			0	0																																																																												0				
520805			0	0																																																																												0				
520806			0	0																																																																												0				
520807			0	0																																																																												0				
520808			0	0																																																																												0				
520809			0	0																																																																												0				
520810			0	0	517785	1	1000	517810	1	1000																																																																						0				
520811			0	0	517786	1	1000	517811	1	1000																																																																						0				
520812			0	0	517787	1	1000	517812	1	1000																																																																						0				
520813			0	0	517788	1	1000	517813	1	1000																																																																						0				
520814			0	0	517789	1	1000	517814	1	1000																																																																						0				
520815			0	0	518115	1	1000	517965	1	1000	517790	1	1000	517815	1	1000																																																																0				
